year,week, 0-4, 5-9, 10-14, 15-19, 20-24, 25-29, 30-34, 35-39, 40-44, 45-49, 50-54, 55-59, 60-64, 65-69, 70-74, 75-79, 80-84, 85-89, 90-94, 95-99, 100-104, 105-109, 110-114, 115-119
2020,1,-5.38539549,1.107240068,-3.941775547,-0.893192941,-2.40051187,6.50136155,1.397783094,-3.348467334,17.48421854,9.31418477,-3.1292867,-11.5181469,-7.58505494,-6.60776884,3.02285439,-13.76900307,12.84202307,10.01199014,3.54956911,-0.245703045,0.350858205,0.809458266,0.06648993,0.033921787
2020,2,-23.04268202,0.608222177,-0.900548199,-2.751606021,-1.793985631,-3.228178477,-9.364720568,-7.03412659,3.273400078,-8.66581213,-2.39743241,-4.20505499,-21.90866661,-17.06237148,10.09327853,-9.4842108,8.19796083,-2.66523779,-11.10235723,-1.989199123,1.849322367,-0.004709209,-0.072661445,0.018710537
2020,3,-19.86293008,-2.173454706,1.43387285,-3.122282753,1.191101514,-6.349459963,19.10726916,-4.136165423,15.49123594,-15.88329351,9.79802647,6.77895641,-0.07838627,-16.68600259,-4.20336213,-5.73548883,3.2631219,-14.57693836,-3.122669037,-2.617864335,0.607981162,0.01574167,1.003124589,0.032229324
2020,4,-13.94207797,1.085314321,-3.741292805,-1.225302541,4.612911951,-10.05683276,4.809545328,-7.879585212,-2.632972801,11.81434168,10.19632162,-25.48784959,0.94330508,-12.33460694,-15.73396304,-1.84785897,-16.8030034,-19.1566362,-11.3110349,1.588139591,-1.682892457,-0.235334598,0.094935661,0.018419388
2020,5,1.817968735,-0.921739953,0.179255315,3.149668776,-3.643156344,-3.189497991,17.62019059,-11.9062725,-4.976387578,0.921178126,-10.91810712,-10.17392537,0.47023616,-6.51253482,-2.87287987,-5.67318309,-15.48681408,-10.93313748,-2.972013141,-0.029984472,0.973783202,0.576514192,0.066870624,0.009906277
2020,6,-16.7239928,3.137074272,1.958726535,-0.555721919,1.375157639,-1.4132094,2.217633495,-3.413882499,14.69862613,-24.58142069,-19.92585607,2.66738016,10.690918,0.10955061,14.77777759,-28.72965971,30.59564027,13.22565261,0.306434681,1.821144598,-0.056152277,0.905530264,0.050590241,0.031345154
2020,7,-0.053336737,1.014340798,-0.140614939,1.658268833,-4.254030671,-6.95769746,4.174209657,3.199006947,-8.048169277,-16.37908284,-8.83657128,-19.44784201,-1.65722766,-1.36443851,1.91876039,-21.21671581,-4.27317328,-11.55833528,9.346750816,-1.931505806,1.017617203,0.731970176,0.016095489,0.024833564
2020,8,-19.98494576,-2.00070717,-5.147568363,-2.533746518,-6.818029643,-1.315105066,-8.743818326,-15.07644274,2.560748432,-14.73592299,14.05139303,1.91374266,-21.04861037,-19.08361561,4.06286572,-12.37356007,-10.52866999,-11.45070619,-1.944690593,1.361804198,1.044719705,1.035188291,0.088104022,0.056203855
2020,9,-22.73285127,-0.961191538,-2.789954285,-8.0066955,-4.632057452,-14.65137007,-0.165670753,0.22372803,-7.413495031,-8.48384925,0.03295594,2.25320469,-6.40677596,-6.72939256,-6.05083528,-9.44398055,-21.48013145,-9.2228229,-7.853171759,-0.169310555,-0.136636699,-0.282667153,0.061930379,-0.015920928
2020,10,-6.409374089,-0.001149714,-3.057438744,-6.57567389,-7.093479518,-7.834600393,-6.458928136,-4.931845637,6.652023287,-29.71882634,-20.86377489,-14.15102578,15.53509269,-6.85717216,-16.3595999,-12.12177335,1.47741429,-7.310824808,-6.615739069,0.176511574,0.924488015,0.837986409,0.062054592,0.032722763
2020,11,-18.08760674,1.054968536,0.461980733,-4.790064303,-2.750440776,-2.069960582,-4.934978621,-9.719839358,-0.069284868,-4.17743505,-20.44918928,-1.39033865,-20.5222594,-7.70187083,-19.25071048,-17.21211303,1.02051708,-14.22438913,-9.391449252,-1.516264296,0.730757558,0.062438109,0.0099437,0.037808792
2020,12,-12.63065818,2.284817314,1.011925376,-3.673538207,-2.406881119,-7.712524558,7.322424495,-9.32225217,-13.04294584,-6.32731284,5.19087264,5.71636017,-7.34057451,-6.49640393,-17.24164706,-16.97482112,-4.06933691,-0.11798264,11.22440101,-2.692825502,-0.380988206,3.017379387,-0.046590228,0.046593925
2020,13,-14.70746234,2.78582363,-2.836060879,-4.706991267,-11.53266064,-12.97394719,-4.902460358,-5.212658245,-8.096022715,-20.83955942,-34.27219417,-10.33773727,-10.5521845,-24.75901899,-0.35724418,-16.61941543,-19.90059247,-4.290211474,7.069442594,-1.408895282,4.201807595,0.009053555,-0.01771635,0.020442304
2020,14,-34.16657975,-2.518153213,-2.195578016,-8.228556965,-17.44830612,-12.39004722,-23.07626175,-16.0396642,-8.871801436,-22.13736173,-17.36676407,-43.50005008,-43.30498329,-37.45561701,-24.9179205,-23.23919399,-1.11976918,-3.57945436,-4.952832227,3.283739375,-1.542972241,0.757691949,0.019043186,0.024016013
2020,15,-30.84119659,-0.736201288,-4.084669379,-3.380223121,-14.9937855,-19.1510677,-10.09772245,-18.7602842,-16.97388355,-26.53853024,-36.44459505,-27.77620559,-36.39923544,-26.04853761,-28.70325349,-41.31456592,-15.12669438,-4.710089769,-5.355335541,4.686865429,-1.119681836,-0.083864659,0.05603076,0.025461822
2020,16,-22.67670663,-0.643314053,-3.864254535,-4.51465444,-16.67378877,-15.68052063,-6.065103152,-29.02387921,-11.47131332,-27.5505366,-28.29125236,-41.96048402,-16.60557834,4.05363131,-17.29719051,-14.79948726,-9.22660844,-19.18538775,1.288653916,-3.188001216,-1.413364093,0.09494956,0.044004285,0.03822722
2020,17,-16.95558092,-0.608070635,-3.1014883,-0.425451458,-16.61490434,-8.120196573,-12.9268332,-17.69981612,-21.65540615,-24.27763171,-27.29878118,-30.04270463,-12.44073586,-24.89330475,5.45870125,-9.24135269,-1.76724829,-27.17006102,-2.19933671,-1.56030215,1.270909537,0.060164399,-0.139321496,0.028503529
2020,18,-17.14809091,0.730017391,-0.852977981,-3.43301955,-12.36250823,-14.14698207,-22.43617258,-26.64558477,-19.20046522,-17.38455067,-27.47015618,-25.40486857,-9.29459831,-16.32079488,-26.64875153,-19.34287506,-1.29918084,-9.14443045,-5.61213412,3.221352377,-1.524919822,-0.240396845,-0.020960139,0.013893051
2020,19,-25.37955801,2.36264236,-1.682597662,-8.90678091,-6.513564934,-7.508870328,-4.018290708,-23.05317433,-5.081694564,-27.9343984,-26.56660606,-14.79614686,1.99845892,-1.11787828,-4.18999155,9.03111821,16.18416444,-7.828627546,6.138774101,-2.924821248,-1.057209324,0.848439198,0.030002339,0.04078378
2020,20,-21.0498428,2.410726012,-1.824141027,-10.70495229,-8.22589278,-8.480214822,-16.42000733,-22.86062906,0.895155024,-30.46339728,-13.27926859,-15.25138274,4.50819533,4.79807896,57.2045905,27.35352928,26.93153862,-6.05159692,10.52242437,-1.421489072,-0.404093835,-0.767267599,0.09201757,-0.101136469
2020,21,-13.17455905,0.993955558,-2.861510083,-3.848757419,-7.631269143,-0.670077477,-5.043837656,-7.409118536,20.66841073,-2.41164741,31.67186242,30.6057309,56.73905386,86.58608703,87.29073272,88.48412397,85.54509277,29.32483058,13.85605828,-8.919854925,1.467178969,-0.280839392,0.050926291,-0.042893669
2020,22,-10.00333026,-0.976898806,-1.287781874,-5.999407503,-15.96096762,-6.033402422,1.017679949,4.984791378,11.46200594,19.56149955,43.93821892,59.87896198,82.97395653,93.23354177,133.846083,55.96451241,64.4002074,34.42659513,15.87292493,0.348166871,1.434850089,-0.103658997,0.071324274,0.059580741
2020,23,-21.19246533,3.019573509,0.820134746,-4.775566883,-9.527032408,-0.358034687,-2.264393887,0.048885834,9.495731744,15.56671103,33.92520669,79.78570935,69.71994066,136.3934466,136.592725,84.44573208,80.60648501,52.46098527,19.62509533,1.12671329,2.674779238,-0.234872823,0.086840548,0.020284152
2020,24,-22.42883042,0.749777072,-2.827376904,-8.675431835,-9.055733381,-2.648114067,-2.506046443,0.57464404,28.17604148,15.59667491,28.9624498,60.70717448,62.77450941,84.19533581,109.5244006,66.05771599,43.32677532,24.74324971,18.17283455,6.161691007,2.687009805,-0.364854326,-0.072725939,0.04842161
2020,25,-18.10106436,-0.952293751,2.354591482,-6.519207893,-18.5924818,-19.00394879,-5.77678343,-16.64186725,-4.078569456,-5.29545129,23.36051683,27.39184368,55.41135795,88.07867412,117.6555784,81.79019757,97.95192407,43.78702646,16.09118041,1.027622827,2.910650115,0.273206934,0.0596734,0.049251439
2020,26,-17.01029812,0.422402785,-3.662908216,-11.11847423,-8.813173943,-16.72414522,-6.084647085,-9.527945734,17.59299637,0.04204744,22.47925201,34.78601154,85.05522352,80.97830578,82.95569064,57.54315195,61.79541456,24.09920913,21.17640402,1.919518165,0.886237757,-0.547936979,0.096993853,0.024357883
2020,27,-34.18372473,-2.356216746,-2.044132524,-8.247169478,-13.45113356,-13.84768636,-9.737800729,-4.200723235,3.86996336,4.038512062,3.29237448,39.87310187,67.42466002,39.04790206,32.51294447,47.29966408,34.78862599,-0.94468686,9.863143459,-0.393699641,0.386565692,-0.334121592,0.01945994,0.005590207
2020,28,-14.68340785,2.039037632,-4.685219819,-2.321642298,-6.114986011,-15.85197293,-12.59244079,-10.98299214,-5.565773749,-16.53964477,5.64100266,27.00605362,14.22541353,32.84834098,78.84036688,35.19585933,25.17582702,22.03757046,8.637767935,-1.024873625,2.780884368,-0.204940772,0.058043269,0.042356599
2020,29,-15.91411388,2.54676106,-1.970557577,-0.018505644,-12.81908812,0.240233637,-11.82781266,-15.30069565,-3.978583315,0.32462564,7.13390292,18.6083299,36.68635723,28.16924032,23.95089915,29.66044803,45.28719181,-12.02202431,13.59718778,-6.286597586,-0.332129382,0.847135537,-0.135303523,0.039397067
2020,30,-8.069986566,0.466785475,-3.878522942,-3.860846518,-3.482304632,-9.573136231,-0.267399565,-9.231957614,12.23523865,-12.41550114,17.64387558,19.19967734,26.71933883,37.90834652,19.14921379,46.57880583,22.78582349,12.32349773,19.56279701,-4.763391854,-0.121779771,1.020010189,-0.317751901,0.051273104
2020,31,-23.48938266,-1.952266978,-2.414836172,-5.033794519,-10.69961489,-1.267588819,-8.15417885,-11.64470891,6.164978045,11.92893548,29.96976144,39.25980268,24.32534471,18.65907705,35.16739577,12.47206085,-2.63107234,22.59458772,-3.025714839,-1.260493063,0.849610629,0.886044776,-0.00097397,0.012127518
2020,32,-21.70095089,2.255029413,0.930707806,-1.715768228,-9.109188762,-8.013763412,-6.544491015,-14.30923786,9.679994283,-2.731312585,19.47741933,20.39850168,-2.65044105,6.09847037,56.39050186,24.99105092,29.31267698,-2.260043865,5.975163317,-7.088124913,4.69638233,-0.263218671,0.038276686,0.042768831
2020,33,-16.32487453,2.510194476,-6.097588704,-9.884971041,-3.60589689,0.668288281,-9.083111269,11.7641608,4.60798342,1.78509221,20.88654014,40.71401945,30.63461492,12.11142987,100.7862812,53.36286277,15.96476768,9.480310821,7.921768833,1.193307026,0.539094145,-0.170306351,0.040519691,0.034006296
2020,34,-12.48125549,-1.140502045,3.053555309,-4.081295161,-7.265115995,-7.532382606,-2.510863973,11.65511898,6.032251886,-14.85429955,16.97830446,29.99522554,52.53825377,65.29258433,48.46947574,41.12439167,42.71197801,30.28483113,14.73853427,5.565137116,2.765945805,0.245842124,0.109132637,0.038604696
2020,35,-13.73401037,2.236844849,-2.682535215,-0.189519616,-12.21985923,-6.774438502,2.071493722,0.854687831,3.616854125,12.50714316,26.4157571,50.53865858,61.20262234,47.44614157,98.9015779,76.71367004,60.13739467,27.470063,7.88705043,6.994800654,0.053689107,1.946767023,0.020593251,0.055828214
2020,36,-8.221450625,0.59174864,-1.212679477,-10.21518803,-8.088402157,0.026876797,-8.687408244,-3.480270696,12.45523377,32.28668489,41.00404291,38.18130522,58.82082568,71.75471467,87.47688736,58.69343799,59.08132994,12.49976594,10.99435052,2.001896528,1.553663005,-0.361269904,1.069249461,0.016180856
2020,37,-26.36184821,5.309762363,-2.510989695,-5.831437832,-9.062157418,-3.049145282,0.420606877,-7.482645341,19.71341874,21.232295,29.16408734,25.30159662,42.55726094,25.77992472,35.68274513,19.06472862,22.13867346,4.33197406,-6.30607326,-0.984687382,-0.386288519,0.854137696,-0.00191204,0.069494264
2020,38,-13.84343,3.370290353,-1.156187281,5.37785286,0.558441729,3.572749254,0.958529908,1.769749977,6.782204434,20.58391118,30.15743718,43.92160072,91.46160126,34.35718996,60.52337442,9.93609104,39.7866402,11.6830447,3.407602666,-6.059021677,0.557468313,-0.16877422,-0.068410352,0.034507816
2020,39,-21.23698374,3.71965869,1.204622636,-4.197207884,-2.127192797,10.91237189,15.19143764,3.007126034,1.916379974,-1.92717694,23.6269046,45.11170715,58.6040917,56.01009177,67.23933706,29.79520425,43.35006142,11.63505726,7.19970272,1.812203167,2.30443438,-0.040317158,0.128508107,-0.092607668
2020,40,-19.98452912,0.856296665,-2.172224755,-7.64198287,3.863469743,-15.12246334,-3.059974765,-10.28801425,-2.358499701,-5.864240871,17.59228514,44.73340806,42.18053066,61.06264521,73.67132153,45.1247747,39.71993995,22.73316907,19.20958758,-3.16397415,-0.545308021,-0.258690591,0.054254657,-0.008330222
2020,41,-6.848722065,-0.659116796,-3.536891245,0.945579623,-5.292399797,-9.037269437,6.77130742,7.271695737,-2.223499487,3.28752662,-3.83440264,29.55344078,52.79421217,20.75949185,72.62450785,39.40036879,47.55470825,23.76034399,10.3516502,-3.920718171,3.697608155,0.663073767,0.024217557,0.047582961
2020,42,-20.33010127,3.339750506,-2.434993864,-3.153440094,-13.53468152,6.167293716,-9.155860827,-5.264328478,18.83006108,0.12749045,5.28239963,35.23045854,35.71989455,48.74023406,51.07316517,18.30405844,18.14198896,3.18723893,3.59725382,-1.591785991,-0.775368054,-0.320723834,0.068850868,0.044265573
2020,43,-33.56829944,2.565867077,-1.669692233,-1.287590037,-10.97362481,-7.614554007,-4.148053538,-8.776885725,7.174259423,-8.46710139,3.23913061,9.3281102,44.09100088,8.69782865,28.05190986,3.79832002,22.65679825,-4.79390276,-2.561206045,-0.225039818,-0.868584729,1.764203632,1.098308335,0.045392475
2020,44,-17.41174363,3.852479031,-3.68395369,-1.629677233,-8.03488198,-8.042370107,-1.756703361,-2.573942451,4.932763841,-10.51240691,2.39086707,-5.10669936,22.19035135,-0.0431001,52.77855963,1.65554763,-4.49481754,-0.48308453,1.402232643,-8.54167818,0.167659135,-0.122984339,1.046119738,0.030388441
2020,45,-7.472429136,7.264901892,-2.160852103,-2.281783383,-9.961536236,-5.587164507,-7.264638052,-8.135998878,1.893900273,9.21887673,4.01764084,12.19041776,14.3154973,20.89379902,48.06939178,16.36809872,36.67088144,18.9594838,5.610581389,-3.344226557,0.856164733,-0.342105924,0.033593098,0.038024912
2020,46,-15.95598838,2.161414941,0.825202408,-0.101867396,-0.651442324,-7.198289165,-1.32947702,-6.554041662,-1.367836988,-3.11530465,-1.38751536,-10.65274267,0.24891545,-4.04710289,21.75553222,-6.26732077,-17.37353529,-13.33000408,-9.575498815,-12.55468499,0.729008783,-0.4545714,0.034381403,1.051287741
2020,47,-15.86006729,2.265275792,-1.708768309,4.254947087,0.448049454,-1.452648536,-1.634382171,-9.485947034,-0.121331714,-17.12273868,-13.58759252,0.48705081,-2.70173135,-27.22668204,30.12274342,1.57217892,7.24210353,-16.23242751,-5.294938931,-2.882652934,1.247486521,1.57922268,0.02465371,0.052093755
2020,48,-25.90339103,4.070608633,-2.94088556,-0.603256897,-4.752173895,-4.979828321,-4.683733462,-16.49758019,0.745654829,-1.36355641,5.93364385,-3.88760789,7.31882621,21.90887539,37.86588406,19.75855778,8.75823363,18.08470849,-1.798589709,1.703806901,1.107107672,-0.064756798,-0.246811151,0.050320718
2020,49,-15.00819977,2.776694198,4.140480777,-11.00622903,-1.983873168,-6.184052054,-5.978301116,-10.72495018,17.08868269,-4.473256316,18.05388556,7.77070594,23.40588531,24.19668473,39.04740376,42.63081501,45.77837377,26.43704737,14.73674555,4.270612593,0.610604178,-0.358408046,0.09036695,0.014428716
2020,50,-22.48161028,5.405446524,2.855082637,-3.465543362,-6.44560387,-12.01234013,-0.333191939,-9.613599404,-9.581355539,4.66516155,17.84342671,1.38421647,16.49088117,12.44665395,43.62569459,35.09568396,41.22092049,15.63612788,2.462327128,-1.681864782,-0.004112992,-0.289492675,0.047606647,0.06188681
2020,51,-21.63815466,0.949740828,-2.525532996,-0.087645634,-4.505232218,1.577427861,-2.173283244,7.328572804,3.433215793,-19.72501694,8.63677388,16.58324055,0.74446666,32.11209714,46.71753371,5.88339891,46.81291851,9.18843399,11.09795619,-0.729705382,-1.331869561,-0.246397656,0.025011449,0.049430323
2020,52,-14.31261829,4.586394478,-1.388646017,4.563615689,-8.65130357,-4.057137087,-2.09267396,-15.78000206,3.987321397,5.01397833,-4.18269215,22.56006581,20.9567093,21.54729266,29.10464875,-2.18556211,25.88716003,-10.12103359,11.84598822,-2.030831597,1.324587776,-0.208613365,0.141861,0.056023663
2020,53,-7.143739256,0.525988432,-1.540494286,-1.718904445,-0.112491629,0.740999593,1.415774073,-2.219650852,7.690714615,9.41598314,-3.17187882,-0.71106224,5.13210669,-10.10910311,9.01210061,-2.55386285,-5.11054059,1.38497861,-0.189939758,-3.075169579,0.418289049,-0.065318661,0.056797843,0.016474643
2021,1,-16.23416229,4.166257426,-1.672041427,-2.662493547,3.053021088,-5.90792138,0.988065475,-8.027032397,21.69303035,-11.64568996,-5.40819657,-4.19429942,5.67230269,5.61924774,23.48958952,4.22077592,22.30835367,2.27389646,3.496222063,-5.332492497,0.379105213,-0.204131451,0.05845448,0.053446628
2021,2,12.26002185,3.615312833,4.464936569,7.755755733,18.35791122,13.47865594,16.94576428,16.71481158,38.47626781,35.03845346,42.73344061,66.04767561,78.03752525,109.0200971,98.69147739,67.56302219,68.29669375,47.95157753,35.3427182,8.844130219,0.387173527,0.038810019,-0.018626473,0.026516083
2021,3,-41.67350752,4.248239287,-0.994192303,1.531700673,-13.68725234,-2.037273686,-0.312318271,6.874246273,-1.700851349,5.0759108,-15.99226178,11.95534026,11.916749,-6.18768109,-15.71870845,9.52193893,14.42993209,-11.08594128,1.188372726,1.740237154,-1.359917469,0.04643801,0.059414835,0.06165078
2021,4,-39.75390265,8.406376556,-1.152057695,1.629529427,-3.116561372,-8.586239105,-3.88846322,-14.12015381,4.895912659,-2.76728419,-10.92207368,13.35096034,-5.32601812,1.24589958,10.18712142,2.6992177,-11.96159236,-20.47344765,12.46236977,-9.136267231,-0.517967867,-0.227017651,0.121575707,0.048633241
2021,5,-34.78552599,4.05173489,0.479465267,-0.076424377,-0.191416641,-5.247117495,-1.42693853,6.370132763,-9.924233522,-0.84239011,-15.37308078,-5.74962649,-6.03287194,-14.69834024,32.55383295,-4.73257154,-15.87882288,-18.43109571,11.41938583,3.573993285,-0.758802844,-0.3543691,0.077095719,0.042346908
2021,6,-6.244934964,3.637761505,8.93170859,2.544813493,9.313784937,9.039376045,7.09987543,11.20697605,33.83016926,18.79493685,20.06790353,64.14894716,66.86917613,73.65037409,74.5443391,50.67741234,43.10631104,32.39015441,25.15901991,0.481392297,1.25467699,0.963280872,0.049862705,0.046120272
2021,7,-17.26832864,0.723294304,-3.838809849,-2.694954489,2.004297909,-7.427488128,4.321004304,2.470250555,6.894058688,4.26968866,22.92493366,16.72074754,26.31166897,43.12299871,11.9088181,11.9318354,23.75357493,0.14715829,8.255855068,-0.327034758,1.414892415,-0.141422635,0.081410053,0.050451107
2021,8,-40.89756623,5.524320676,2.625600344,10.14208028,4.455494456,-12.88943618,-1.89561199,-18.47100932,-1.219367175,5.45453887,-0.87510635,-6.49844903,-0.07133533,-8.79813544,-0.97096575,-4.55296605,-2.64298096,-17.81782373,-0.981309008,-3.054716142,0.031123396,0.075488904,0.118528259,0.084149153
2021,9,-31.9645298,9.512616675,-0.939485965,-3.371218295,-0.286534091,-11.12708855,-4.635259464,-18.39785758,9.312435854,2.03316118,7.08322673,24.74302602,7.46593155,-27.76884642,-0.05534171,6.51764219,-18.5737969,-5.7635687,-7.110526482,-4.886053646,2.239410657,-0.180064711,0.090597258,0.031601474
2021,10,-3.366427451,4.243627862,1.728184541,2.406976253,2.71868233,3.691552278,10.61511912,21.8981533,30.00272133,34.49690043,37.23959916,55.51179542,52.66586529,50.14659277,80.89858708,52.52996953,54.04953455,25.83826577,23.1239382,9.159704014,3.345119194,0.957350777,0.031106157,0.042894625
2021,11,-21.30787747,4.979964476,0.969482434,-5.063238425,-7.065913926,1.162253702,2.204641746,-7.285647089,-0.175252448,-3.20371074,18.22932242,35.63408559,2.44843465,41.50236174,33.61904093,7.09644065,31.0276305,7.02359744,-2.198911481,-4.182321391,-1.052572466,0.138167409,0.075897437,0.06224184
2021,12,-23.73083055,4.458146652,-0.551511807,3.879694247,-4.162611217,0.012197508,-4.530428553,2.868174087,4.311986595,-7.56035748,14.85426004,14.84839351,5.47055594,4.83683129,26.24563672,-2.79402401,9.5195171,-24.3506556,1.914610043,-4.310475657,-1.240124841,0.053235165,-0.022554491,0.072195754
2021,13,-36.94046682,2.872746997,5.884639291,3.522292548,-3.718211431,-2.649952493,1.037112804,3.131660434,4.222196551,29.76411265,-4.23255794,17.57044903,28.0570512,18.70699501,24.86573321,17.97122612,26.45130306,6.45919706,6.573109481,-2.560765634,0.020648128,0.041094177,0.014160606,0.054495643
2021,14,-41.13873702,2.890645488,-3.737211437,0.001255165,-3.169473276,0.059386316,3.460988119,-13.98996524,3.045028401,8.233141757,13.88869741,30.80353654,35.62524538,23.62619342,37.56450648,28.75140335,50.05504642,8.265630123,10.08601973,1.852676186,2.64506828,-0.233820902,0.097242498,0.048666859
2021,15,-8.448225626,3.423453696,0.060589703,5.58285888,7.050249081,21.76563439,8.860549958,23.49153631,44.48724416,84.30510401,84.92199816,109.7870299,149.1775482,151.1457903,163.1117405,118.5650055,119.7785852,57.26170925,34.48369699,16.53646802,1.457045848,0.016670336,0.060800691,0.022538192
2021,16,-23.96748975,3.668424543,-1.150213902,2.003958266,-0.604152055,-4.948161349,10.76728183,7.298055108,41.68652994,40.51674159,58.49165638,109.4163477,167.6111908,166.2204611,155.4155194,91.4167286,73.48003706,41.8785477,15.26819482,3.941093003,1.754809897,0.14894894,0.057626365,0.069332885
2021,17,-28.79745569,4.607079328,4.447473357,-1.656739839,-9.899115522,3.753066068,40.04298608,44.06746183,59.7999003,94.88275348,144.0202372,232.3004699,276.2542847,269.3869116,320.4029411,210.9892467,195.7234,109.455566,50.17504205,10.9338372,3.409395552,0.089663389,-0.120482898,0.057613394
2021,18,-13.85755232,5.904672131,-1.837650017,-3.668575854,-4.636358299,8.874026309,35.7076065,68.43015166,125.9874836,171.5129977,255.1041061,326.3533774,389.0781446,448.8182359,430.7604496,327.3737307,283.4197067,163.8570619,51.61665313,12.53533801,0.571212649,0.7894964,0.041075912,0.040160946
2021,19,1.041753573,4.331587687,1.557753262,5.852272776,20.51331708,31.48471027,77.55780755,115.720141,176.7013081,266.7854627,354.4327072,496.2901854,555.7465602,596.5844482,661.737948,452.383413,430.3504887,216.218427,108.6773198,25.85683964,8.410385073,-0.19696911,0.056836064,0.017720497
2021,20,-17.037432,5.663794503,-0.048497269,-1.581358914,-2.088194295,8.228720564,65.77505943,88.8550844,142.8888112,198.4525435,276.0924445,393.3543711,478.1691366,515.4732793,509.9724054,373.5181326,330.9795882,213.0686941,90.27633198,15.79408662,2.659107515,-0.696844505,0.114516048,-0.077472634
2021,21,-31.46151215,7.232232813,-1.412086506,-8.447509546,-10.86291871,13.43624618,44.18746067,99.106101,144.6120954,157.7004131,210.9506228,296.9574361,353.0129979,322.4727408,390.4146774,228.1217516,207.395235,105.4554211,41.61614547,3.615623351,2.456801461,-0.175174291,0.086410785,0.00496619
2021,22,-32.61704143,3.882122536,5.636642668,-7.872788695,-17.43845243,7.309993482,28.51384064,31.70050269,62.65081301,87.30517681,142.3157118,186.1386164,218.9923822,244.1617821,285.9114309,134.5720414,147.1921885,99.65613797,52.10641723,24.08635192,4.765943653,-0.045879374,0.086243128,0.070526081
2021,23,-17.60858799,5.478931482,2.132513335,-1.873011484,-9.885680591,11.1936636,16.02426353,46.18316045,49.94667526,79.08454194,86.82445936,102.4491177,167.5455951,161.3207565,170.276006,131.4071468,96.09733668,56.64284798,17.33133815,4.287680522,2.201886781,1.856640191,0.071654921,0.047086775
2021,24,-10.49526301,4.142556481,3.118463519,-2.134495569,-10.18592748,3.037715076,16.20463939,11.24096537,25.54600538,53.91349147,63.23063656,80.9513127,100.6381499,93.11698237,55.5883305,38.50908714,61.76045895,40.32406824,17.11056532,0.317796706,0.080182515,-0.371764893,-0.024984808,0.059543494
2021,25,-24.72150465,8.525777514,-1.062285286,-8.653423585,-6.83793705,-8.608583707,2.109549412,19.22779359,18.53432903,4.78145956,20.99188635,4.59883232,19.59836389,-25.24494789,-10.54505294,-40.9122041,-18.92241301,-30.46943433,-12.18123112,-7.217537278,1.081034697,-0.678684254,0.107864337,0.075515373
2021,26,-37.37006661,6.099891705,-1.19712071,-0.844964036,-9.179125783,-10.56106849,-9.765105926,-20.05906124,-3.280831234,-9.91383158,-28.62194743,-33.28666846,-54.56306323,-50.88368549,-67.57224891,-60.15190156,-59.42678828,-50.6493719,-29.36530508,-10.18999085,0.776662686,-0.43776356,0.082532083,0.053368426
