Date,Male,Female,Total
30-06-2014,25,16,41
01-07-2014,29,27,56
02-07-2014,32,29,61
03-07-2014,27,21,48
04-07-2014,37,27,64
05-07-2014,28,20,48
06-07-2014,37,12,49
07-07-2014,31,17,48
08-07-2014,37,21,58
09-07-2014,34,25,59
10-07-2014,33,22,55
11-07-2014,51,23,74
12-07-2014,38,21,59
13-07-2014,43,17,60
14-07-2014,36,18,54
15-07-2014,37,13,50
16-07-2014,26,18,44
17-07-2014,28,25,53
18-07-2014,27,15,42
19-07-2014,29,19,48
20-07-2014,36,19,55
21-07-2014,35,23,58
22-07-2014,45,27,72
23-07-2014,37,20,57
24-07-2014,32,13,45
25-07-2014,33,20,53
26-07-2014,29,22,51
27-07-2014,32,31,63
28-07-2014,36,32,68
29-07-2014,37,19,56
30-07-2014,46,23,69
31-07-2014,31,26,57
01-08-2014,41,29,70
02-08-2014,29,27,56
03-08-2014,37,17,54
04-08-2014,34,18,52
05-08-2014,31,26,57
06-08-2014,32,23,55
07-08-2014,36,20,56
08-08-2014,37,23,60
09-08-2014,26,19,45
10-08-2014,42,21,63
11-08-2014,43,22,65
12-08-2014,34,26,60
13-08-2014,44,24,68
14-08-2014,23,26,49
15-08-2014,42,21,63
16-08-2014,46,15,61
17-08-2014,38,30,68
18-08-2014,31,24,55
19-08-2014,45,20,65
20-08-2014,44,31,75
21-08-2014,46,30,76
22-08-2014,31,24,55
23-08-2014,32,27,59
24-08-2014,32,16,48
25-08-2014,39,14,53
26-08-2014,37,20,57
27-08-2014,40,24,64
28-08-2014,45,27,72
29-08-2014,27,21,48
30-08-2014,36,21,57
31-08-2014,30,23,53
01-09-2014,33,23,56
02-09-2014,37,18,55
03-09-2014,43,18,61
04-09-2014,40,20,60
05-09-2014,32,21,53
06-09-2014,32,14,46
07-09-2014,26,19,45
08-09-2014,37,15,52
09-09-2014,38,14,52
10-09-2014,39,15,54
11-09-2014,23,16,39
12-09-2014,36,20,56
13-09-2014,30,25,55
14-09-2014,43,22,65
15-09-2014,25,25,50
16-09-2014,29,22,51
17-09-2014,41,28,69
18-09-2014,37,25,62
19-09-2014,35,29,64
20-09-2014,31,19,50
21-09-2014,27,14,41
22-09-2014,33,24,57
23-09-2014,38,26,64
24-09-2014,27,18,45
25-09-2014,37,30,67
26-09-2014,37,21,58
27-09-2014,33,16,49
28-09-2014,28,34,62
29-09-2014,44,22,66
30-09-2014,28,14,42
01-10-2014,38,25,63
02-10-2014,30,16,46
03-10-2014,27,24,51
04-10-2014,29,16,45
05-10-2014,37,21,58
06-10-2014,43,23,66
07-10-2014,26,25,51
08-10-2014,38,13,51
09-10-2014,36,18,54
10-10-2014,36,25,61
11-10-2014,37,18,55
12-10-2014,42,17,59
13-10-2014,39,19,58
14-10-2014,32,18,50
15-10-2014,29,21,50
16-10-2014,38,15,53
17-10-2014,34,23,57
18-10-2014,36,24,60
19-10-2014,25,20,45
20-10-2014,32,20,52
21-10-2014,37,24,61
22-10-2014,40,27,67
23-10-2014,30,18,48
24-10-2014,37,27,64
25-10-2014,37,18,55
26-10-2014,51,24,75
27-10-2014,46,27,73
28-10-2014,34,17,51
29-10-2014,41,24,65
30-10-2014,41,28,69
31-10-2014,98,21,119
01-11-2014,38,25,63
02-11-2014,31,28,59
03-11-2014,34,24,58
04-11-2014,31,23,54
05-11-2014,40,32,72
06-11-2014,37,22,59
07-11-2014,39,18,57
08-11-2014,34,36,70
09-11-2014,36,21,57
10-11-2014,26,17,43
11-11-2014,44,14,58
12-11-2014,33,15,48
13-11-2014,29,23,52
14-11-2014,41,30,71
15-11-2014,35,20,55
16-11-2014,41,21,62
17-11-2014,31,23,54
18-11-2014,41,24,65
19-11-2014,40,23,63
20-11-2014,40,22,62
21-11-2014,44,33,77
22-11-2014,41,26,67
23-11-2014,38,28,66
24-11-2014,32,22,54
25-11-2014,40,15,55
26-11-2014,32,14,46
27-11-2014,31,16,47
28-11-2014,49,25,74
29-11-2014,37,26,63
30-11-2014,35,32,67
01-12-2014,37,26,63
02-12-2014,46,19,65
03-12-2014,29,29,58
04-12-2014,40,29,69
05-12-2014,43,24,67
06-12-2014,29,20,49
07-12-2014,35,21,56
08-12-2014,56,22,78
09-12-2014,45,25,70
10-12-2014,30,22,52
11-12-2014,39,28,67
12-12-2014,34,28,62
13-12-2014,32,14,46
14-12-2014,34,21,55
15-12-2014,33,21,54
16-12-2014,36,21,57
17-12-2014,37,22,59
18-12-2014,27,25,52
19-12-2014,30,19,49
20-12-2014,44,26,70
21-12-2014,52,23,75
22-12-2014,47,17,64
23-12-2014,40,27,67
24-12-2014,33,23,56
25-12-2014,54,23,77
26-12-2014,50,34,84
27-12-2014,38,25,63
28-12-2014,41,23,64
29-12-2014,46,36,82
30-12-2014,31,25,56
31-12-2014,31,22,53
01-01-2015,42,28,70
02-01-2015,49,30,79
03-01-2015,45,21,66
04-01-2015,39,26,65
05-01-2015,41,27,68
06-01-2015,50,21,71
07-01-2015,29,33,62
08-01-2015,32,14,46
09-01-2015,39,33,72
10-01-2015,44,21,65
11-01-2015,33,28,61
12-01-2015,38,31,69
13-01-2015,40,22,62
14-01-2015,33,24,57
15-01-2015,49,26,75
16-01-2015,44,28,72
17-01-2015,37,26,63
18-01-2015,38,16,54
19-01-2015,45,30,75
20-01-2015,39,26,65
21-01-2015,31,21,52
22-01-2015,33,31,64
23-01-2015,27,25,52
24-01-2015,35,25,60
25-01-2015,32,19,51
26-01-2015,46,25,71
27-01-2015,37,23,60
28-01-2015,44,37,81
29-01-2015,47,23,70
30-01-2015,37,38,75
31-01-2015,44,28,72
01-02-2015,43,27,70
02-02-2015,33,27,60
03-02-2015,44,29,73
04-02-2015,29,30,59
05-02-2015,36,28,64
06-02-2015,35,26,61
07-02-2015,31,23,54
08-02-2015,43,24,67
09-02-2015,38,15,53
10-02-2015,45,19,64
11-02-2015,55,22,77
12-02-2015,33,18,51
13-02-2015,31,27,58
14-02-2015,60,26,86
15-02-2015,43,31,74
16-02-2015,34,31,65
17-02-2015,34,37,71
18-02-2015,36,34,70
19-02-2015,60,27,87
20-02-2015,37,29,66
21-02-2015,32,18,50
22-02-2015,36,25,61
23-02-2015,35,22,57
24-02-2015,37,20,57
25-02-2015,30,21,51
26-02-2015,20,26,46
27-02-2015,47,19,66
28-02-2015,39,20,59
01-03-2015,26,28,54
02-03-2015,26,20,46
03-03-2015,32,39,71
04-03-2015,31,15,46
05-03-2015,24,24,48
06-03-2015,37,25,62
07-03-2015,38,21,59
08-03-2015,27,18,45
09-03-2015,25,17,42
10-03-2015,46,23,69
11-03-2015,28,11,39
12-03-2015,39,23,62
13-03-2015,24,27,51
14-03-2015,37,24,61
15-03-2015,34,27,61
16-03-2015,37,19,56
17-03-2015,33,23,56
18-03-2015,32,22,54
19-03-2015,42,24,66
20-03-2015,43,13,56
21-03-2015,38,27,65
22-03-2015,29,22,51
23-03-2015,30,34,64
24-03-2015,29,18,47
25-03-2015,26,24,50
26-03-2015,32,27,59
27-03-2015,28,28,56
28-03-2015,38,20,58
29-03-2015,32,22,54
30-03-2015,23,21,44
31-03-2015,40,26,66
01-04-2015,40,22,62
02-04-2015,35,22,57
03-04-2015,39,15,54
04-04-2015,23,14,37
05-04-2015,24,19,43
06-04-2015,35,18,53
07-04-2015,32,21,53
08-04-2015,24,17,41
09-04-2015,43,16,59
10-04-2015,42,21,63
11-04-2015,27,26,53
12-04-2015,22,14,36
13-04-2015,30,19,49
14-04-2015,28,14,42
15-04-2015,21,10,31
16-04-2015,33,17,50
17-04-2015,35,19,54
18-04-2015,40,24,64
19-04-2015,29,18,47
20-04-2015,31,27,58
21-04-2015,43,32,75
22-04-2015,35,27,62
23-04-2015,52,25,77
24-04-2015,35,18,53
25-04-2015,28,19,47
26-04-2015,36,23,59
27-04-2015,35,11,46
28-04-2015,32,31,63
29-04-2015,42,27,69
30-04-2015,29,13,42
01-05-2015,24,16,40
02-05-2015,35,18,53
03-05-2015,26,14,40
04-05-2015,43,23,66
05-05-2015,33,9,42
06-05-2015,34,20,54
07-05-2015,47,25,72
08-05-2015,37,14,51
09-05-2015,40,22,62
10-05-2015,32,25,57
11-05-2015,25,20,45
12-05-2015,37,14,51
13-05-2015,19,20,39
14-05-2015,31,26,57
15-05-2015,33,18,51
16-05-2015,28,26,54
17-05-2015,34,19,53
18-05-2015,35,19,54
19-05-2015,38,28,66
20-05-2015,27,20,47
21-05-2015,29,21,50
22-05-2015,37,14,51
23-05-2015,42,23,65
24-05-2015,36,24,60
25-05-2015,32,24,56
26-05-2015,41,36,77
27-05-2015,42,30,72
28-05-2015,47,26,73
29-05-2015,36,23,59
30-05-2015,35,24,59
31-05-2015,38,12,50
01-06-2015,31,23,54
02-06-2015,41,22,63
03-06-2015,42,20,62
04-06-2015,41,22,63
05-06-2015,30,14,44
06-06-2015,30,16,46
07-06-2015,45,22,67
08-06-2015,36,16,52
09-06-2015,26,29,55
10-06-2015,33,21,54
11-06-2015,28,14,42
12-06-2015,27,28,55
13-06-2015,33,18,51
14-06-2015,39,14,53
15-06-2015,33,23,56
16-06-2015,33,30,63
17-06-2015,26,21,47
18-06-2015,35,19,54
19-06-2015,33,16,49
20-06-2015,29,21,50
21-06-2015,33,24,57
22-06-2015,29,10,39
23-06-2015,24,19,43
24-06-2015,29,11,40
25-06-2015,26,12,38
26-06-2015,46,17,63
27-06-2015,17,17,34
28-06-2015,33,12,45
29-06-2015,27,17,44
30-06-2015,28,24,52
01-07-2015,32,17,49
02-07-2015,29,20,49
03-07-2015,30,11,41
04-07-2015,43,21,64
05-07-2015,31,18,49
06-07-2015,29,23,52
07-07-2015,26,18,44
08-07-2015,20,21,41
09-07-2015,27,14,41
10-07-2015,25,19,44
11-07-2015,32,15,47
12-07-2015,25,20,45
13-07-2015,30,15,45
14-07-2015,36,19,55
15-07-2015,26,20,46
16-07-2015,33,27,60
17-07-2015,33,20,53
18-07-2015,37,14,51
19-07-2015,37,17,54
20-07-2015,29,18,47
21-07-2015,21,14,35
22-07-2015,30,12,42
23-07-2015,31,20,51
24-07-2015,42,21,63
25-07-2015,25,13,38
26-07-2015,34,25,59
27-07-2015,48,18,66
28-07-2015,33,26,59
29-07-2015,34,13,47
30-07-2015,30,21,51
31-07-2015,32,20,52
01-08-2015,35,22,57
02-08-2015,36,22,58
03-08-2015,29,23,52
04-08-2015,30,18,48
05-08-2015,31,18,49
06-08-2015,30,14,44
07-08-2015,28,20,48
08-08-2015,33,14,47
09-08-2015,25,18,43
10-08-2015,36,21,57
11-08-2015,32,27,59
12-08-2015,30,22,52
13-08-2015,30,19,49
14-08-2015,40,18,58
15-08-2015,25,29,54
16-08-2015,18,12,30
17-08-2015,27,21,48
18-08-2015,26,23,49
19-08-2015,33,26,59
20-08-2015,35,19,54
21-08-2015,32,21,53
22-08-2015,31,18,49
23-08-2015,32,25,57
24-08-2015,48,14,62
25-08-2015,37,28,65
26-08-2015,44,21,65
27-08-2015,31,24,55
28-08-2015,43,16,59
29-08-2015,30,29,59
30-08-2015,34,25,59
31-08-2015,49,29,78
01-09-2015,40,33,73
02-09-2015,54,26,80
03-09-2015,48,18,66
04-09-2015,38,23,61
05-09-2015,42,26,68
06-09-2015,22,31,53
07-09-2015,45,29,74
08-09-2015,34,24,58
09-09-2015,51,26,77
10-09-2015,35,31,66
11-09-2015,36,28,64
12-09-2015,45,32,77
13-09-2015,35,26,61
14-09-2015,50,32,82
15-09-2015,43,28,71
16-09-2015,46,24,70
17-09-2015,30,31,61
18-09-2015,39,26,65
19-09-2015,50,60,110
20-09-2015,37,21,58
21-09-2015,22,26,48
22-09-2015,51,24,75
23-09-2015,30,17,47
24-09-2015,43,23,66
25-09-2015,37,23,60
26-09-2015,31,23,54
27-09-2015,30,32,62
28-09-2015,46,24,70
29-09-2015,31,32,63
30-09-2015,37,22,59
01-10-2015,41,20,61
02-10-2015,32,26,58
03-10-2015,44,31,75
04-10-2015,41,21,62
05-10-2015,49,24,73
06-10-2015,59,39,98
07-10-2015,41,32,73
08-10-2015,34,29,63
09-10-2015,38,22,60
10-10-2015,32,19,51
11-10-2015,35,21,56
12-10-2015,38,15,53
13-10-2015,40,15,55
14-10-2015,41,29,70
15-10-2015,36,28,64
16-10-2015,32,16,48
17-10-2015,46,34,80
18-10-2015,48,27,75
19-10-2015,47,27,74
20-10-2015,39,29,68
21-10-2015,35,31,66
22-10-2015,46,27,73
23-10-2015,41,36,77
24-10-2015,27,38,65
25-10-2015,45,19,64
26-10-2015,47,24,71
27-10-2015,34,24,58
28-10-2015,53,31,84
29-10-2015,45,19,64
30-10-2015,41,23,64
31-10-2015,35,28,63
01-11-2015,49,25,74
02-11-2015,34,20,54
03-11-2015,46,24,70
04-11-2015,39,28,67
05-11-2015,32,32,64
06-11-2015,33,17,50
07-11-2015,37,22,59
08-11-2015,50,18,68
09-11-2015,43,35,78
10-11-2015,35,24,59
11-11-2015,53,23,76
12-11-2015,43,37,80
13-11-2015,59,20,79
14-11-2015,44,26,70
15-11-2015,32,29,61
16-11-2015,38,26,64
17-11-2015,34,18,52
18-11-2015,45,37,82
19-11-2015,47,20,67
20-11-2015,44,32,76
21-11-2015,43,30,73
22-11-2015,37,24,61
23-11-2015,35,39,74
24-11-2015,41,32,73
25-11-2015,25,24,49
26-11-2015,27,28,55
27-11-2015,40,24,64
28-11-2015,47,28,75
29-11-2015,34,29,63
30-11-2015,42,25,67
01-12-2015,35,27,62
02-12-2015,41,13,54
03-12-2015,32,34,66
04-12-2015,29,28,57
05-12-2015,30,26,56
06-12-2015,36,22,58
07-12-2015,32,27,59
08-12-2015,43,22,65
09-12-2015,38,29,67
10-12-2015,37,20,57
11-12-2015,38,23,61
12-12-2015,33,20,53
13-12-2015,45,18,63
14-12-2015,46,27,73
15-12-2015,40,28,68
16-12-2015,42,31,73
17-12-2015,45,30,75
18-12-2015,38,26,64
19-12-2015,52,21,73
20-12-2015,43,26,69
21-12-2015,38,25,63
22-12-2015,60,33,93
23-12-2015,54,39,93
24-12-2015,63,32,95
25-12-2015,37,24,61
26-12-2015,37,31,68
27-12-2015,49,27,76
28-12-2015,49,30,79
29-12-2015,41,29,70
30-12-2015,60,37,97
31-12-2015,46,33,79
01-01-2016,44,28,72
02-01-2016,43,31,74
03-01-2016,51,23,74
04-01-2016,38,21,59
05-01-2016,49,26,75
06-01-2016,41,31,72
07-01-2016,35,29,64
08-01-2016,44,33,77
09-01-2016,43,24,67
10-01-2016,35,22,57
11-01-2016,52,25,77
12-01-2016,50,24,74
13-01-2016,52,18,70
14-01-2016,39,25,64
15-01-2016,52,24,76
16-01-2016,46,23,69
17-01-2016,44,25,69
18-01-2016,46,19,65
19-01-2016,37,33,70
20-01-2016,43,26,69
21-01-2016,48,31,79
22-01-2016,48,34,82
23-01-2016,40,24,64
24-01-2016,43,35,78
25-01-2016,44,26,70
26-01-2016,39,26,65
27-01-2016,40,30,70
28-01-2016,57,40,97
29-01-2016,49,18,67
30-01-2016,41,31,72
31-01-2016,41,26,67
01-02-2016,43,24,67
02-02-2016,45,24,69
03-02-2016,37,17,54
04-02-2016,38,26,64
05-02-2016,48,24,72
06-02-2016,42,28,70
07-02-2016,33,25,58
08-02-2016,52,16,68
09-02-2016,41,17,58
10-02-2016,45,22,67
11-02-2016,41,28,69
12-02-2016,38,27,65
13-02-2016,50,21,71
14-02-2016,37,20,57
15-02-2016,40,32,72
16-02-2016,45,27,72
17-02-2016,33,28,61
18-02-2016,38,25,63
19-02-2016,49,19,68
20-02-2016,45,27,72
21-02-2016,31,24,55
22-02-2016,40,31,71
23-02-2016,38,20,58
24-02-2016,34,18,52
25-02-2016,22,26,48
26-02-2016,49,23,72
27-02-2016,36,26,62
28-02-2016,34,14,48
29-02-2016,35,31,66
01-03-2016,50,39,89
02-03-2016,38,26,64
03-03-2016,35,24,59
04-03-2016,31,20,51
05-03-2016,40,18,58
06-03-2016,38,20,58
07-03-2016,32,23,55
08-03-2016,39,25,64
09-03-2016,40,21,61
10-03-2016,37,21,58
11-03-2016,34,21,55
12-03-2016,36,21,57
13-03-2016,39,10,49
14-03-2016,31,28,59
15-03-2016,37,20,57
16-03-2016,30,16,46
17-03-2016,40,26,66
18-03-2016,37,25,62
19-03-2016,29,22,51
20-03-2016,44,23,67
21-03-2016,31,25,56
22-03-2016,38,23,61
23-03-2016,33,34,67
24-03-2016,37,16,53
25-03-2016,54,21,75
26-03-2016,41,27,68
27-03-2016,35,26,61
28-03-2016,41,22,63
29-03-2016,49,20,69
30-03-2016,48,27,75
31-03-2016,23,23,46
01-04-2016,37,23,60
02-04-2016,30,29,59
03-04-2016,34,27,61
04-04-2016,39,33,72
05-04-2016,29,20,49
06-04-2016,29,20,49
07-04-2016,29,17,46
08-04-2016,43,17,60
09-04-2016,26,20,46
10-04-2016,39,21,60
11-04-2016,31,16,47
12-04-2016,29,29,58
13-04-2016,30,19,49
14-04-2016,39,29,68
15-04-2016,33,15,48
16-04-2016,39,29,68
17-04-2016,45,17,62
18-04-2016,46,25,71
19-04-2016,37,21,58
20-04-2016,42,28,70
21-04-2016,26,22,48
22-04-2016,32,23,55
23-04-2016,38,26,64
24-04-2016,32,17,49
25-04-2016,41,21,62
26-04-2016,35,21,56
27-04-2016,39,27,66
28-04-2016,35,21,56
29-04-2016,53,20,73
30-04-2016,17,22,39
01-05-2016,43,24,67
02-05-2016,47,27,74
03-05-2016,31,26,57
04-05-2016,38,24,62
05-05-2016,37,25,62
06-05-2016,38,28,66
07-05-2016,26,13,39
08-05-2016,34,20,54
09-05-2016,39,16,55
10-05-2016,39,28,67
11-05-2016,43,35,78
12-05-2016,32,16,48
13-05-2016,33,20,53
14-05-2016,42,20,62
15-05-2016,57,18,75
16-05-2016,40,25,65
17-05-2016,45,19,64
18-05-2016,52,30,82
19-05-2016,47,21,68
20-05-2016,48,21,69
21-05-2016,44,18,62
22-05-2016,44,20,64
23-05-2016,36,20,56
24-05-2016,27,26,53
25-05-2016,22,30,52
26-05-2016,22,25,47
27-05-2016,50,28,78
28-05-2016,30,26,56
29-05-2016,34,24,58
30-05-2016,36,16,52
31-05-2016,35,18,53
01-06-2016,36,20,56
02-06-2016,43,29,72
03-06-2016,36,36,72
04-06-2016,48,23,71
05-06-2016,29,20,49
06-06-2016,36,17,53
07-06-2016,35,20,55
08-06-2016,38,22,60
09-06-2016,26,23,49
10-06-2016,34,23,57
11-06-2016,34,18,52
12-06-2016,32,20,52
13-06-2016,40,14,54
14-06-2016,43,14,57
15-06-2016,37,19,56
16-06-2016,26,16,42
17-06-2016,19,17,36
18-06-2016,44,27,71
19-06-2016,32,15,47
20-06-2016,41,23,64
21-06-2016,27,12,39
22-06-2016,37,16,53
23-06-2016,27,19,46
24-06-2016,32,26,58
25-06-2016,48,28,76
26-06-2016,33,23,56
27-06-2016,32,25,57
28-06-2016,37,18,55
29-06-2016,27,30,57
30-06-2016,36,34,70
01-07-2016,39,23,62
02-07-2016,26,19,45
03-07-2016,23,22,45
04-07-2016,38,20,58
05-07-2016,28,21,49
06-07-2016,43,31,74
07-07-2016,31,24,55
08-07-2016,43,21,64
09-07-2016,34,20,54
10-07-2016,50,19,69
11-07-2016,40,24,64
12-07-2016,31,26,57
13-07-2016,41,31,72
14-07-2016,35,18,53
15-07-2016,41,30,71
16-07-2016,48,23,71
17-07-2016,45,27,72
18-07-2016,54,25,79
19-07-2016,40,39,79
20-07-2016,50,22,72
21-07-2016,55,28,83
22-07-2016,44,31,75
23-07-2016,51,36,87
24-07-2016,56,30,86
25-07-2016,44,33,77
26-07-2016,40,33,73
27-07-2016,49,31,80
28-07-2016,45,19,64
29-07-2016,41,30,71
30-07-2016,46,20,66
31-07-2016,45,20,65
01-08-2016,60,25,85
02-08-2016,41,25,66
03-08-2016,32,22,54
04-08-2016,61,29,90
05-08-2016,34,21,55
06-08-2016,45,24,69
07-08-2016,40,27,67
08-08-2016,48,26,74
09-08-2016,52,19,71
10-08-2016,35,24,59
11-08-2016,36,23,59
12-08-2016,37,25,62
13-08-2016,32,17,49
14-08-2016,33,24,57
15-08-2016,36,28,64
16-08-2016,45,23,68
17-08-2016,45,23,68
18-08-2016,40,28,68
19-08-2016,49,23,72
20-08-2016,35,28,63
21-08-2016,52,30,82
22-08-2016,38,20,58
23-08-2016,57,40,97
24-08-2016,47,15,62
25-08-2016,48,24,72
26-08-2016,43,28,71
27-08-2016,43,24,67
28-08-2016,41,26,67
29-08-2016,48,29,77
30-08-2016,46,24,70
31-08-2016,41,16,57
01-09-2016,37,29,66
02-09-2016,42,28,70
03-09-2016,65,39,104
04-09-2016,47,20,67
05-09-2016,60,35,95
06-09-2016,53,26,79
07-09-2016,48,36,84
08-09-2016,58,22,80
09-09-2016,55,39,94
10-09-2016,53,41,94
11-09-2016,46,28,74
12-09-2016,50,35,85
13-09-2016,59,27,86
14-09-2016,50,39,89
15-09-2016,56,31,87
16-09-2016,53,26,79
17-09-2016,66,32,98
18-09-2016,64,35,99
19-09-2016,49,37,86
20-09-2016,63,30,93
21-09-2016,55,36,91
22-09-2016,51,30,81
23-09-2016,34,25,59
24-09-2016,54,28,82
25-09-2016,45,29,74
26-09-2016,53,37,90
27-09-2016,61,32,93
