Date,Male,Female,Total
28-09-2016,68,35,103
29-09-2016,59,36,95
30-09-2016,55,30,85
01-10-2016,59,36,95
02-10-2016,52,33,85
03-10-2016,62,34,96
04-10-2016,42,21,63
05-10-2016,33,31,64
06-10-2016,52,25,77
07-10-2016,42,20,62
08-10-2016,52,31,83
09-10-2016,47,24,71
10-10-2016,41,30,71
11-10-2016,43,30,73
12-10-2016,53,25,78
13-10-2016,46,30,76
14-10-2016,56,30,86
15-10-2016,40,20,60
16-10-2016,42,22,64
17-10-2016,36,26,62
18-10-2016,30,31,61
19-10-2016,62,23,85
20-10-2016,37,33,70
21-10-2016,44,24,68
22-10-2016,46,33,79
23-10-2016,36,42,78
24-10-2016,45,31,76
25-10-2016,27,23,50
26-10-2016,49,30,79
27-10-2016,27,31,58
28-10-2016,51,24,75
29-10-2016,41,29,70
30-10-2016,35,26,61
31-10-2016,39,38,77
01-11-2016,36,22,58
02-11-2016,36,22,58
03-11-2016,51,30,81
04-11-2016,49,14,63
05-11-2016,44,26,70
06-11-2016,55,18,73
07-11-2016,58,25,83
08-11-2016,40,21,61
09-11-2016,48,31,79
10-11-2016,52,23,75
11-11-2016,49,25,74
12-11-2016,45,26,71
13-11-2016,39,25,64
14-11-2016,43,35,78
15-11-2016,35,22,57
16-11-2016,40,28,68
17-11-2016,37,25,62
18-11-2016,48,18,66
19-11-2016,40,19,59
20-11-2016,55,24,79
21-11-2016,47,22,69
22-11-2016,50,27,77
23-11-2016,37,25,62
24-11-2016,45,29,74
25-11-2016,48,30,78
26-11-2016,34,20,54
27-11-2016,31,22,53
28-11-2016,50,20,70
29-11-2016,43,24,67
30-11-2016,43,23,66
01-12-2016,50,14,64
02-12-2016,55,20,75
03-12-2016,39,25,64
04-12-2016,39,34,73
05-12-2016,51,36,87
06-12-2016,37,25,62
07-12-2016,32,22,54
08-12-2016,25,18,43
09-12-2016,41,21,62
10-12-2016,37,28,65
11-12-2016,45,16,61
12-12-2016,46,20,66
13-12-2016,41,20,61
14-12-2016,38,28,66
15-12-2016,40,24,64
16-12-2016,36,20,56
17-12-2016,46,21,67
18-12-2016,30,24,54
19-12-2016,33,23,56
20-12-2016,42,31,73
21-12-2016,43,16,59
22-12-2016,29,34,63
23-12-2016,33,24,57
24-12-2016,47,21,68
25-12-2016,49,24,73
26-12-2016,36,15,51
27-12-2016,29,16,45
28-12-2016,36,30,66
29-12-2016,34,29,63
30-12-2016,42,22,64
31-12-2016,30,26,56
01-01-2017,40,26,66
02-01-2017,29,30,59
03-01-2017,33,28,61
04-01-2017,41,20,61
05-01-2017,42,33,75
06-01-2017,43,32,75
07-01-2017,36,18,54
08-01-2017,36,18,54
09-01-2017,44,38,82
10-01-2017,41,32,73
11-01-2017,43,29,72
12-01-2017,38,21,59
13-01-2017,37,22,59
14-01-2017,54,27,81
15-01-2017,40,30,70
16-01-2017,32,25,57
17-01-2017,39,18,57
18-01-2017,39,23,62
19-01-2017,36,22,58
20-01-2017,51,29,80
21-01-2017,35,25,60
22-01-2017,42,32,74
23-01-2017,59,38,97
24-01-2017,37,29,66
25-01-2017,45,40,85
26-01-2017,60,21,81
27-01-2017,58,23,81
28-01-2017,36,24,60
29-01-2017,36,26,62
30-01-2017,49,25,74
31-01-2017,30,25,55
01-02-2017,39,38,77
02-02-2017,43,24,67
03-02-2017,45,20,65
04-02-2017,50,24,74
05-02-2017,37,12,49
06-02-2017,48,17,65
07-02-2017,38,32,70
08-02-2017,38,19,57
09-02-2017,33,19,52
10-02-2017,34,26,60
11-02-2017,37,22,59
12-02-2017,24,29,53
13-02-2017,43,33,76
14-02-2017,48,28,76
15-02-2017,47,28,75
16-02-2017,37,27,64
17-02-2017,30,21,51
18-02-2017,30,17,47
19-02-2017,39,22,61
20-02-2017,45,31,76
21-02-2017,42,29,71
22-02-2017,25,19,44
23-02-2017,32,25,57
24-02-2017,40,17,57
25-02-2017,31,24,55
26-02-2017,39,24,63
27-02-2017,43,15,58
28-02-2017,62,23,85
01-03-2017,60,35,95
02-03-2017,41,20,61
03-03-2017,36,19,55
04-03-2017,32,30,62
05-03-2017,37,20,57
06-03-2017,40,30,70
07-03-2017,35,21,56
08-03-2017,37,21,58
09-03-2017,41,21,62
10-03-2017,32,24,56
11-03-2017,33,22,55
12-03-2017,29,25,54
13-03-2017,31,18,49
14-03-2017,42,32,74
15-03-2017,47,22,69
16-03-2017,48,25,73
17-03-2017,48,34,82
18-03-2017,30,21,51
19-03-2017,43,22,65
20-03-2017,34,40,74
21-03-2017,34,20,54
22-03-2017,30,21,51
23-03-2017,39,32,71
24-03-2017,23,17,40
25-03-2017,31,27,58
26-03-2017,38,31,69
27-03-2017,33,15,48
28-03-2017,31,23,54
29-03-2017,49,12,61
30-03-2017,28,21,49
31-03-2017,29,33,62
01-04-2017,46,27,73
02-04-2017,33,20,53
03-04-2017,32,10,42
04-04-2017,29,26,55
05-04-2017,34,21,55
06-04-2017,30,17,47
07-04-2017,31,27,58
08-04-2017,43,17,60
09-04-2017,30,19,49
10-04-2017,30,22,52
11-04-2017,30,19,49
12-04-2017,49,26,75
13-04-2017,25,21,46
14-04-2017,28,31,59
15-04-2017,41,17,58
16-04-2017,46,18,64
17-04-2017,38,30,68
18-04-2017,37,31,68
19-04-2017,46,26,72
20-04-2017,43,22,65
21-04-2017,43,24,67
22-04-2017,51,25,76
23-04-2017,39,23,62
24-04-2017,32,19,51
25-04-2017,29,26,55
26-04-2017,32,24,56
27-04-2017,39,21,60
28-04-2017,29,26,55
29-04-2017,37,24,61
30-04-2017,40,24,64
01-05-2017,42,18,60
02-05-2017,38,21,59
03-05-2017,28,31,59
04-05-2017,39,22,61
05-05-2017,33,27,60
06-05-2017,40,24,64
07-05-2017,45,23,68
08-05-2017,41,30,71
09-05-2017,47,22,69
10-05-2017,36,14,50
11-05-2017,36,12,48
12-05-2017,35,22,57
13-05-2017,47,24,71
14-05-2017,39,25,64
15-05-2017,44,16,60
16-05-2017,42,30,72
17-05-2017,40,29,69
18-05-2017,38,31,69
19-05-2017,41,14,55
20-05-2017,28,23,51
21-05-2017,41,25,66
22-05-2017,31,24,55
23-05-2017,41,25,66
24-05-2017,32,27,59
25-05-2017,33,26,59
26-05-2017,37,24,61
27-05-2017,37,22,59
28-05-2017,32,22,54
29-05-2017,40,18,58
30-05-2017,35,24,59
31-05-2017,30,17,47
01-06-2017,32,22,54
02-06-2017,33,23,56
03-06-2017,46,20,66
04-06-2017,43,15,58
05-06-2017,48,40,88
06-06-2017,52,32,84
07-06-2017,31,30,61
08-06-2017,39,21,60
09-06-2017,32,12,44
10-06-2017,34,29,63
11-06-2017,40,22,62
12-06-2017,37,21,58
13-06-2017,25,25,50
14-06-2017,47,20,67
15-06-2017,29,24,53
16-06-2017,37,20,57
17-06-2017,23,27,50
18-06-2017,26,24,50
19-06-2017,38,22,60
20-06-2017,35,18,53
21-06-2017,27,19,46
22-06-2017,25,24,49
23-06-2017,39,14,53
24-06-2017,50,21,71
25-06-2017,32,19,51
26-06-2017,37,22,59
27-06-2017,41,18,59
28-06-2017,35,27,62
29-06-2017,38,26,64
30-06-2017,27,23,50
01-07-2017,29,28,57
02-07-2017,30,22,52
03-07-2017,38,34,72
04-07-2017,30,18,48
05-07-2017,32,24,56
06-07-2017,39,18,57
07-07-2017,37,17,54
08-07-2017,37,17,54
09-07-2017,40,27,67
10-07-2017,43,15,58
11-07-2017,26,11,37
12-07-2017,31,30,61
13-07-2017,34,16,50
14-07-2017,43,20,63
15-07-2017,51,19,70
16-07-2017,43,17,60
17-07-2017,40,25,65
18-07-2017,40,25,65
19-07-2017,25,23,48
20-07-2017,44,25,69
21-07-2017,19,27,46
22-07-2017,26,13,39
23-07-2017,35,19,54
24-07-2017,31,23,54
25-07-2017,38,30,68
26-07-2017,38,21,59
27-07-2017,39,19,58
28-07-2017,35,26,61
29-07-2017,42,22,64
30-07-2017,33,21,54
31-07-2017,29,23,52
01-08-2017,40,32,72
02-08-2017,36,18,54
03-08-2017,43,22,65
04-08-2017,53,28,81
05-08-2017,42,28,70
06-08-2017,34,27,61
07-08-2017,35,32,67
08-08-2017,43,36,79
09-08-2017,38,18,56
10-08-2017,42,21,63
11-08-2017,46,36,82
12-08-2017,37,28,65
13-08-2017,45,25,70
14-08-2017,37,24,61
15-08-2017,32,33,65
16-08-2017,46,30,76
17-08-2017,36,26,62
18-08-2017,43,26,69
19-08-2017,41,25,66
20-08-2017,38,35,73
21-08-2017,38,28,66
22-08-2017,33,29,62
23-08-2017,44,18,62
24-08-2017,45,19,64
25-08-2017,45,20,65
26-08-2017,37,15,52
27-08-2017,29,21,50
28-08-2017,41,27,68
29-08-2017,35,24,59
30-08-2017,35,17,52
31-08-2017,39,27,66
01-09-2017,32,22,54
02-09-2017,31,29,60
03-09-2017,29,29,58
04-09-2017,33,25,58
05-09-2017,42,20,62
06-09-2017,37,27,64
07-09-2017,36,22,58
08-09-2017,31,29,60
09-09-2017,27,27,54
10-09-2017,37,24,61
11-09-2017,49,26,75
12-09-2017,34,32,66
13-09-2017,43,20,63
14-09-2017,43,24,67
15-09-2017,36,21,57
16-09-2017,43,26,69
17-09-2017,39,28,67
18-09-2017,33,22,55
19-09-2017,27,29,56
20-09-2017,37,29,66
21-09-2017,44,28,72
22-09-2017,37,25,62
23-09-2017,37,29,66
24-09-2017,38,16,54
25-09-2017,37,20,57
26-09-2017,38,34,72
27-09-2017,27,25,52
28-09-2017,24,31,55
29-09-2017,48,25,73
30-09-2017,33,22,55
01-10-2017,29,22,51
02-10-2017,33,19,52
03-10-2017,43,21,64
04-10-2017,32,31,63
05-10-2017,31,20,51
06-10-2017,45,29,74
07-10-2017,42,21,63
08-10-2017,40,36,76
09-10-2017,39,28,67
10-10-2017,49,24,73
11-10-2017,33,36,69
12-10-2017,49,18,67
13-10-2017,26,26,52
14-10-2017,41,33,74
15-10-2017,36,28,64
16-10-2017,39,20,59
17-10-2017,54,30,84
18-10-2017,52,34,86
19-10-2017,47,29,76
20-10-2017,39,43,82
21-10-2017,32,26,58
22-10-2017,32,36,68
23-10-2017,43,33,76
24-10-2017,55,35,90
25-10-2017,52,23,75
26-10-2017,55,36,91
27-10-2017,56,28,84
28-10-2017,48,27,75
29-10-2017,33,26,59
30-10-2017,37,28,65
31-10-2017,52,31,83
01-11-2017,41,43,84
02-11-2017,46,27,73
03-11-2017,37,33,70
04-11-2017,42,26,68
05-11-2017,39,25,64
06-11-2017,36,36,72
07-11-2017,42,36,78
08-11-2017,41,33,74
09-11-2017,49,30,79
10-11-2017,41,29,70
11-11-2017,51,25,76
12-11-2017,39,24,63
13-11-2017,50,27,77
14-11-2017,57,26,83
15-11-2017,34,36,70
16-11-2017,34,33,67
17-11-2017,30,29,59
18-11-2017,30,20,50
19-11-2017,35,23,58
20-11-2017,49,30,79
21-11-2017,52,42,94
22-11-2017,55,23,78
23-11-2017,48,34,82
24-11-2017,44,25,69
25-11-2017,47,33,80
26-11-2017,49,27,76
27-11-2017,39,18,57
28-11-2017,52,25,77
29-11-2017,47,29,76
30-11-2017,48,28,76
01-12-2017,41,22,63
02-12-2017,50,20,70
03-12-2017,44,33,77
04-12-2017,42,45,87
05-12-2017,50,27,77
06-12-2017,42,30,72
07-12-2017,48,30,78
08-12-2017,50,33,83
09-12-2017,66,33,99
10-12-2017,48,32,80
11-12-2017,40,45,85
12-12-2017,48,31,79
13-12-2017,42,25,67
14-12-2017,44,34,78
15-12-2017,48,23,71
16-12-2017,45,24,69
17-12-2017,51,23,74
18-12-2017,48,31,79
19-12-2017,41,35,76
20-12-2017,60,21,81
21-12-2017,40,21,61
22-12-2017,63,38,101
23-12-2017,49,30,79
24-12-2017,49,35,84
25-12-2017,54,29,83
26-12-2017,44,31,75
27-12-2017,53,25,78
28-12-2017,31,34,65
29-12-2017,47,28,75
30-12-2017,46,24,70
31-12-2017,39,38,77
01-01-2018,59,27,86
02-01-2018,59,36,95
03-01-2018,45,31,76
04-01-2018,39,26,65
05-01-2018,58,37,95
06-01-2018,49,34,83
07-01-2018,39,23,62
08-01-2018,50,27,77
09-01-2018,51,34,85
10-01-2018,53,39,92
11-01-2018,46,38,84
12-01-2018,49,37,86
13-01-2018,49,33,82
14-01-2018,48,30,78
15-01-2018,53,27,80
16-01-2018,46,37,83
17-01-2018,46,34,80
18-01-2018,42,37,79
19-01-2018,53,39,92
20-01-2018,53,27,80
21-01-2018,41,37,78
22-01-2018,43,24,67
23-01-2018,47,31,78
24-01-2018,59,31,90
25-01-2018,45,32,77
26-01-2018,44,25,69
27-01-2018,42,29,71
28-01-2018,57,31,88
29-01-2018,40,31,71
30-01-2018,51,40,91
31-01-2018,49,20,69
01-02-2018,47,37,84
02-02-2018,60,34,94
03-02-2018,45,19,64
04-02-2018,64,30,94
05-02-2018,36,27,63
06-02-2018,51,25,76
07-02-2018,44,34,78
08-02-2018,40,31,71
09-02-2018,58,28,86
10-02-2018,54,36,90
11-02-2018,40,30,70
12-02-2018,37,30,67
13-02-2018,32,20,52
14-02-2018,24,23,47
15-02-2018,41,34,75
16-02-2018,46,42,88
17-02-2018,49,38,87
18-02-2018,34,33,67
19-02-2018,57,30,87
20-02-2018,47,37,84
21-02-2018,53,34,87
22-02-2018,47,34,81
23-02-2018,46,28,74
24-02-2018,43,35,78
25-02-2018,35,27,62
26-02-2018,41,20,61
27-02-2018,44,21,65
28-02-2018,60,31,91
01-03-2018,42,28,70
02-03-2018,48,31,79
03-03-2018,47,27,74
04-03-2018,43,22,65
05-03-2018,33,25,58
06-03-2018,44,33,77
07-03-2018,33,28,61
08-03-2018,48,34,82
09-03-2018,51,28,79
10-03-2018,38,24,62
11-03-2018,32,17,49
12-03-2018,34,32,66
13-03-2018,49,28,77
14-03-2018,36,29,65
15-03-2018,45,27,72
16-03-2018,38,18,56
17-03-2018,36,26,62
18-03-2018,42,23,65
19-03-2018,36,24,60
20-03-2018,38,26,64
21-03-2018,22,18,40
22-03-2018,37,22,59
23-03-2018,50,29,79
24-03-2018,33,22,55
25-03-2018,35,26,61
26-03-2018,30,20,50
27-03-2018,32,16,48
28-03-2018,43,23,66
29-03-2018,34,28,62
30-03-2018,35,30,65
31-03-2018,33,26,59
01-04-2018,31,31,62
02-04-2018,51,33,84
03-04-2018,36,25,61
04-04-2018,47,29,76
05-04-2018,31,24,55
06-04-2018,42,23,65
07-04-2018,39,27,66
08-04-2018,34,23,57
09-04-2018,41,14,55
10-04-2018,37,26,63
11-04-2018,31,27,58
12-04-2018,30,18,48
13-04-2018,53,25,78
14-04-2018,45,21,66
15-04-2018,40,21,61
16-04-2018,41,18,59
17-04-2018,46,25,71
18-04-2018,45,27,72
19-04-2018,32,24,56
20-04-2018,34,25,59
21-04-2018,25,20,45
22-04-2018,42,40,82
23-04-2018,32,24,56
24-04-2018,40,29,69
25-04-2018,38,11,49
26-04-2018,34,37,71
27-04-2018,41,31,72
28-04-2018,31,37,68
29-04-2018,28,21,49
30-04-2018,43,26,69
01-05-2018,43,23,66
02-05-2018,37,29,66
03-05-2018,37,24,61
04-05-2018,25,27,52
05-05-2018,42,31,73
06-05-2018,27,29,56
07-05-2018,30,29,59
08-05-2018,36,17,53
09-05-2018,36,20,56
10-05-2018,31,31,62
11-05-2018,32,19,51
12-05-2018,37,16,53
13-05-2018,29,26,55
14-05-2018,25,29,54
15-05-2018,49,21,70
16-05-2018,39,24,63
17-05-2018,26,23,49
18-05-2018,31,23,54
19-05-2018,41,30,71
20-05-2018,45,27,72
21-05-2018,35,30,65
22-05-2018,54,27,81
23-05-2018,53,32,85
24-05-2018,29,25,54
25-05-2018,37,20,57
26-05-2018,45,22,67
27-05-2018,39,30,69
28-05-2018,40,22,62
29-05-2018,31,22,53
30-05-2018,47,32,79
31-05-2018,48,21,69
01-06-2018,41,27,68
02-06-2018,35,28,63
03-06-2018,46,21,67
04-06-2018,40,29,69
05-06-2018,48,19,67
06-06-2018,49,19,68
07-06-2018,32,27,59
08-06-2018,42,16,58
09-06-2018,39,25,64
10-06-2018,43,18,61
11-06-2018,40,26,66
12-06-2018,53,28,81
13-06-2018,52,33,85
14-06-2018,55,22,77
15-06-2018,52,31,83
16-06-2018,44,32,76
17-06-2018,41,23,64
18-06-2018,24,34,58
19-06-2018,37,20,57
20-06-2018,46,32,78
21-06-2018,48,20,68
22-06-2018,47,27,74
23-06-2018,39,25,64
24-06-2018,30,30,60
25-06-2018,53,40,93
26-06-2018,47,26,73
27-06-2018,44,24,68
28-06-2018,29,23,52
29-06-2018,26,32,58
30-06-2018,41,20,61
01-07-2018,36,30,66
02-07-2018,31,19,50
03-07-2018,49,22,71
04-07-2018,39,24,63
05-07-2018,24,26,50
06-07-2018,32,19,51
07-07-2018,34,21,55
08-07-2018,34,38,72
09-07-2018,36,31,67
10-07-2018,31,36,67
11-07-2018,37,29,66
12-07-2018,34,15,49
13-07-2018,31,17,48
14-07-2018,26,28,54
15-07-2018,37,20,57
16-07-2018,49,22,71
17-07-2018,24,26,50
18-07-2018,33,19,52
19-07-2018,32,24,56
20-07-2018,30,13,43
21-07-2018,46,30,76
22-07-2018,31,24,55
23-07-2018,36,14,50
24-07-2018,23,29,52
25-07-2018,34,31,65
26-07-2018,37,20,57
27-07-2018,31,23,54
28-07-2018,28,23,51
29-07-2018,31,31,62
30-07-2018,44,24,68
31-07-2018,33,23,56
01-08-2018,35,29,64
02-08-2018,46,37,83
03-08-2018,42,24,66
04-08-2018,34,28,62
05-08-2018,40,21,61
06-08-2018,36,24,60
07-08-2018,37,18,55
08-08-2018,43,21,64
09-08-2018,48,31,79
10-08-2018,39,28,67
11-08-2018,30,24,54
12-08-2018,44,29,73
13-08-2018,41,32,73
14-08-2018,33,34,67
15-08-2018,35,15,50
16-08-2018,29,17,46
17-08-2018,34,28,62
18-08-2018,43,27,70
19-08-2018,37,29,66
20-08-2018,59,29,88
21-08-2018,43,26,69
22-08-2018,34,23,57
23-08-2018,46,21,67
24-08-2018,43,23,66
25-08-2018,50,26,76
26-08-2018,58,32,90
27-08-2018,36,37,73
28-08-2018,44,27,71
29-08-2018,41,24,65
30-08-2018,34,33,67
31-08-2018,51,37,88
01-09-2018,34,36,70
02-09-2018,44,24,68
03-09-2018,43,32,75
04-09-2018,44,28,72
05-09-2018,50,35,85
06-09-2018,44,28,72
07-09-2018,48,33,81
08-09-2018,57,32,89
09-09-2018,35,31,66
10-09-2018,42,29,71
11-09-2018,46,40,86
12-09-2018,45,28,73
13-09-2018,54,19,73
14-09-2018,45,23,68
15-09-2018,39,39,78
16-09-2018,51,34,85
17-09-2018,60,29,89
18-09-2018,39,23,62
19-09-2018,43,25,68
20-09-2018,36,24,60
21-09-2018,43,23,66
22-09-2018,42,36,78
23-09-2018,29,38,67
24-09-2018,40,29,69
25-09-2018,33,32,65
26-09-2018,48,20,68
27-09-2018,34,27,61
28-09-2018,41,31,72
29-09-2018,44,27,71
30-09-2018,35,29,64
01-10-2018,57,32,89
02-10-2018,51,28,79
03-10-2018,37,30,67
04-10-2018,35,25,60
05-10-2018,45,30,75
06-10-2018,34,29,63
07-10-2018,36,25,61
08-10-2018,45,38,83
09-10-2018,43,17,60
10-10-2018,43,23,66
11-10-2018,36,23,59
12-10-2018,48,27,75
13-10-2018,34,24,58
14-10-2018,44,31,75
15-10-2018,40,29,69
16-10-2018,41,30,71
17-10-2018,44,35,79
18-10-2018,36,27,63
19-10-2018,49,18,67
20-10-2018,44,22,66
21-10-2018,47,21,68
22-10-2018,47,26,73
23-10-2018,48,23,71
24-10-2018,44,26,70
25-10-2018,35,21,56
26-10-2018,41,30,71
27-10-2018,35,38,73
28-10-2018,49,28,77
29-10-2018,63,34,97
30-10-2018,36,33,69
31-10-2018,39,35,74
01-11-2018,53,37,90
02-11-2018,54,24,78
03-11-2018,43,24,67
04-11-2018,41,33,74
05-11-2018,42,25,67
06-11-2018,47,30,77
07-11-2018,50,31,81
08-11-2018,56,39,95
09-11-2018,49,29,78
10-11-2018,48,32,80
11-11-2018,37,27,64
12-11-2018,44,40,84
13-11-2018,46,32,78
14-11-2018,60,28,88
15-11-2018,55,24,79
16-11-2018,49,17,66
17-11-2018,37,16,53
18-11-2018,36,19,55
19-11-2018,39,23,62
20-11-2018,46,32,78
21-11-2018,53,26,79
22-11-2018,44,27,71
23-11-2018,51,25,76
24-11-2018,46,26,72
25-11-2018,37,24,61
26-11-2018,52,27,79
27-11-2018,48,27,75
28-11-2018,46,24,70
29-11-2018,48,18,66
30-11-2018,34,23,57
01-12-2018,38,33,71
02-12-2018,34,26,60
03-12-2018,42,31,73
04-12-2018,43,21,64
05-12-2018,33,30,63
06-12-2018,43,38,81
07-12-2018,37,27,64
08-12-2018,41,23,64
09-12-2018,40,33,73
10-12-2018,37,26,63
11-12-2018,49,28,77
12-12-2018,46,23,69
13-12-2018,45,27,72
14-12-2018,37,32,69
15-12-2018,41,25,66
16-12-2018,49,20,69
17-12-2018,46,32,78
18-12-2018,50,19,69
19-12-2018,35,30,65
20-12-2018,45,32,77
21-12-2018,52,31,83
22-12-2018,41,28,69
23-12-2018,47,35,82
24-12-2018,62,25,87
25-12-2018,43,28,71
26-12-2018,44,26,70
27-12-2018,29,29,58
