Date,Male,Female,Total
28-12-2018,40,32,72
29-12-2018,44,17,61
30-12-2018,50,30,80
31-12-2018,53,24,77
01-01-2019,57,27,84
02-01-2019,64,29,93
03-01-2019,60,29,89
04-01-2019,41,36,77
05-01-2019,53,25,78
06-01-2019,48,27,75
07-01-2019,50,19,69
08-01-2019,52,38,90
09-01-2019,32,33,65
10-01-2019,57,36,93
11-01-2019,35,31,66
12-01-2019,57,29,86
13-01-2019,56,29,85
14-01-2019,46,27,73
15-01-2019,45,29,74
16-01-2019,45,32,77
17-01-2019,50,26,76
18-01-2019,36,28,64
19-01-2019,49,30,79
20-01-2019,50,34,84
21-01-2019,48,40,88
22-01-2019,58,23,81
23-01-2019,46,25,71
24-01-2019,46,25,71
25-01-2019,42,24,66
26-01-2019,49,36,85
27-01-2019,50,29,79
28-01-2019,51,24,75
29-01-2019,45,25,70
30-01-2019,56,36,92
31-01-2019,53,27,80
01-02-2019,44,32,76
02-02-2019,34,33,67
03-02-2019,47,22,69
04-02-2019,61,34,95
05-02-2019,50,26,76
06-02-2019,54,31,85
07-02-2019,61,36,97
08-02-2019,49,37,86
09-02-2019,45,29,74
10-02-2019,32,38,70
11-02-2019,41,31,72
12-02-2019,53,20,73
13-02-2019,46,28,74
14-02-2019,45,30,75
15-02-2019,53,26,79
16-02-2019,34,30,64
17-02-2019,45,22,67
18-02-2019,43,42,85
19-02-2019,35,27,62
20-02-2019,35,38,73
21-02-2019,38,21,59
22-02-2019,34,27,61
23-02-2019,35,19,54
24-02-2019,46,18,64
25-02-2019,64,17,81
26-02-2019,52,20,72
27-02-2019,37,23,60
28-02-2019,39,27,66
01-03-2019,34,39,73
02-03-2019,38,30,68
03-03-2019,37,20,57
04-03-2019,42,24,66
05-03-2019,34,28,62
06-03-2019,42,21,63
07-03-2019,37,24,61
08-03-2019,32,34,66
09-03-2019,38,28,66
10-03-2019,41,26,67
11-03-2019,47,23,70
12-03-2019,41,25,66
13-03-2019,50,28,78
14-03-2019,38,32,70
15-03-2019,40,20,60
16-03-2019,42,24,66
17-03-2019,36,20,56
18-03-2019,43,29,72
19-03-2019,50,32,82
20-03-2019,36,26,62
21-03-2019,40,31,71
22-03-2019,48,29,77
23-03-2019,52,30,82
24-03-2019,47,25,72
25-03-2019,43,17,60
26-03-2019,36,24,60
27-03-2019,31,23,54
28-03-2019,40,22,62
29-03-2019,35,27,62
30-03-2019,40,24,64
31-03-2019,30,20,50
01-04-2019,22,26,48
02-04-2019,38,20,58
03-04-2019,39,32,71
04-04-2019,28,35,63
05-04-2019,31,23,54
06-04-2019,39,20,59
07-04-2019,34,30,64
08-04-2019,55,23,78
09-04-2019,27,25,52
10-04-2019,34,17,51
11-04-2019,42,14,56
12-04-2019,34,27,61
13-04-2019,37,22,59
14-04-2019,33,26,59
15-04-2019,31,30,61
16-04-2019,37,16,53
17-04-2019,28,24,52
18-04-2019,33,24,57
19-04-2019,31,25,56
20-04-2019,33,24,57
21-04-2019,35,17,52
22-04-2019,46,31,77
23-04-2019,32,25,57
24-04-2019,29,22,51
25-04-2019,33,23,56
26-04-2019,40,30,70
27-04-2019,23,27,50
28-04-2019,42,24,66
29-04-2019,39,24,63
30-04-2019,41,31,72
01-05-2019,42,22,64
02-05-2019,43,35,78
03-05-2019,39,22,61
04-05-2019,34,37,71
05-05-2019,33,29,62
06-05-2019,32,29,61
07-05-2019,26,20,46
08-05-2019,39,23,62
09-05-2019,44,26,70
10-05-2019,44,21,65
11-05-2019,41,20,61
12-05-2019,32,21,53
13-05-2019,41,17,58
14-05-2019,33,24,57
15-05-2019,39,22,61
16-05-2019,32,33,65
17-05-2019,43,34,77
18-05-2019,30,22,52
19-05-2019,37,21,58
20-05-2019,37,23,60
21-05-2019,31,23,54
22-05-2019,33,16,49
23-05-2019,36,26,62
24-05-2019,30,16,46
25-05-2019,31,20,51
26-05-2019,38,19,57
27-05-2019,33,28,61
28-05-2019,28,28,56
29-05-2019,45,29,74
30-05-2019,33,30,63
31-05-2019,43,26,69
01-06-2019,37,28,65
02-06-2019,39,19,58
03-06-2019,41,29,70
04-06-2019,25,25,50
05-06-2019,42,20,62
06-06-2019,46,30,76
07-06-2019,35,28,63
08-06-2019,44,32,76
09-06-2019,40,30,70
10-06-2019,52,31,83
11-06-2019,67,30,97
12-06-2019,44,35,79
13-06-2019,33,25,58
14-06-2019,42,25,67
15-06-2019,53,37,90
16-06-2019,35,16,51
17-06-2019,41,18,59
18-06-2019,39,18,57
19-06-2019,40,25,65
20-06-2019,45,39,84
21-06-2019,41,13,54
22-06-2019,49,23,72
23-06-2019,39,24,63
24-06-2019,31,18,49
25-06-2019,34,16,50
26-06-2019,37,21,58
27-06-2019,31,17,48
28-06-2019,37,14,51
29-06-2019,34,16,50
30-06-2019,42,23,65
01-07-2019,37,29,66
02-07-2019,45,25,70
03-07-2019,41,10,51
04-07-2019,36,23,59
05-07-2019,33,26,59
06-07-2019,39,27,66
07-07-2019,27,33,60
08-07-2019,34,26,60
09-07-2019,32,26,58
10-07-2019,50,15,65
11-07-2019,35,23,58
12-07-2019,33,26,59
13-07-2019,34,24,58
14-07-2019,28,27,55
15-07-2019,29,19,48
16-07-2019,30,28,58
17-07-2019,38,25,63
18-07-2019,33,19,52
19-07-2019,25,26,51
20-07-2019,53,34,87
21-07-2019,33,20,53
22-07-2019,26,21,47
23-07-2019,42,19,61
24-07-2019,43,25,68
25-07-2019,37,25,62
26-07-2019,34,20,54
27-07-2019,38,18,56
28-07-2019,45,23,68
29-07-2019,34,15,49
30-07-2019,34,25,59
31-07-2019,26,19,45
01-08-2019,33,16,49
02-08-2019,40,27,67
03-08-2019,22,13,35
04-08-2019,37,20,57
05-08-2019,36,19,55
06-08-2019,51,25,76
07-08-2019,25,30,55
08-08-2019,31,22,53
09-08-2019,47,30,77
10-08-2019,37,19,56
11-08-2019,34,24,58
12-08-2019,36,21,57
13-08-2019,39,25,64
14-08-2019,33,27,60
15-08-2019,36,25,61
16-08-2019,49,27,76
17-08-2019,42,29,71
18-08-2019,31,24,55
19-08-2019,34,14,48
20-08-2019,29,24,53
21-08-2019,39,32,71
22-08-2019,34,29,63
23-08-2019,35,40,75
24-08-2019,45,33,78
25-08-2019,48,29,77
26-08-2019,55,27,82
27-08-2019,54,21,75
28-08-2019,45,21,66
29-08-2019,44,34,78
30-08-2019,35,32,67
31-08-2019,39,31,70
01-09-2019,37,25,62
02-09-2019,42,36,78
03-09-2019,40,38,78
04-09-2019,37,23,60
05-09-2019,38,25,63
06-09-2019,42,27,69
07-09-2019,35,17,52
08-09-2019,36,23,59
09-09-2019,47,22,69
10-09-2019,51,26,77
11-09-2019,37,26,63
12-09-2019,39,37,76
13-09-2019,42,29,71
14-09-2019,42,39,81
15-09-2019,53,32,85
16-09-2019,35,27,62
17-09-2019,41,31,72
18-09-2019,37,22,59
19-09-2019,36,23,59
20-09-2019,46,28,74
21-09-2019,38,25,63
22-09-2019,31,20,51
23-09-2019,46,25,71
24-09-2019,49,23,72
25-09-2019,39,15,54
26-09-2019,26,31,57
27-09-2019,36,12,48
28-09-2019,35,21,56
29-09-2019,31,30,61
30-09-2019,36,21,57
01-10-2019,33,24,57
02-10-2019,48,22,70
03-10-2019,45,28,73
04-10-2019,33,32,65
05-10-2019,28,15,43
06-10-2019,33,27,60
07-10-2019,45,19,64
08-10-2019,27,32,59
09-10-2019,41,26,67
10-10-2019,39,21,60
11-10-2019,46,18,64
12-10-2019,41,31,72
13-10-2019,48,30,78
14-10-2019,42,14,56
15-10-2019,38,20,58
16-10-2019,40,16,56
17-10-2019,48,21,69
18-10-2019,39,29,68
19-10-2019,34,39,73
20-10-2019,44,27,71
21-10-2019,36,33,69
22-10-2019,31,15,46
23-10-2019,30,17,47
24-10-2019,34,16,50
25-10-2019,38,33,71
26-10-2019,37,35,72
27-10-2019,42,15,57
28-10-2019,57,18,75
29-10-2019,36,24,60
30-10-2019,44,26,70
31-10-2019,47,23,70
01-11-2019,56,28,84
02-11-2019,33,30,63
03-11-2019,52,27,79
04-11-2019,38,19,57
05-11-2019,55,21,76
06-11-2019,52,44,96
07-11-2019,41,22,63
08-11-2019,41,26,67
09-11-2019,45,26,71
10-11-2019,36,32,68
11-11-2019,42,27,69
12-11-2019,40,22,62
13-11-2019,35,29,64
14-11-2019,44,29,73
15-11-2019,43,38,81
16-11-2019,52,34,86
17-11-2019,40,23,63
18-11-2019,38,22,60
19-11-2019,38,33,71
20-11-2019,42,37,79
21-11-2019,41,25,66
22-11-2019,39,31,70
23-11-2019,45,28,73
24-11-2019,47,29,76
25-11-2019,50,29,79
26-11-2019,44,26,70
27-11-2019,43,25,68
28-11-2019,31,17,48
29-11-2019,43,22,65
30-11-2019,33,24,57
01-12-2019,31,13,44
02-12-2019,45,27,72
03-12-2019,42,40,82
04-12-2019,33,32,65
05-12-2019,35,30,65
06-12-2019,31,36,67
07-12-2019,40,22,62
08-12-2019,49,29,78
09-12-2019,40,36,76
10-12-2019,58,29,87
11-12-2019,45,17,62
12-12-2019,48,28,76
13-12-2019,38,26,64
14-12-2019,38,38,76
15-12-2019,45,30,75
16-12-2019,40,22,62
17-12-2019,31,33,64
18-12-2019,51,35,86
19-12-2019,52,26,78
20-12-2019,60,28,88
21-12-2019,44,15,59
22-12-2019,52,32,84
23-12-2019,39,22,61
24-12-2019,43,43,86
25-12-2019,47,33,80
26-12-2019,44,25,69
27-12-2019,56,27,83
28-12-2019,54,32,86
29-12-2019,55,28,83
30-12-2019,58,23,81
31-12-2019,60,41,101
01-01-2020,55,55,110
02-01-2020,61,41,102
03-01-2020,56,40,96
04-01-2020,47,37,84
05-01-2020,47,32,79
06-01-2020,43,28,71
07-01-2020,41,32,73
08-01-2020,46,33,79
09-01-2020,33,20,53
10-01-2020,53,33,86
11-01-2020,45,31,76
12-01-2020,48,34,82
13-01-2020,52,33,85
14-01-2020,40,27,67
15-01-2020,46,22,68
16-01-2020,49,35,84
17-01-2020,44,34,78
18-01-2020,51,29,80
19-01-2020,31,31,62
20-01-2020,39,26,65
21-01-2020,44,34,78
22-01-2020,44,26,70
23-01-2020,50,25,75
24-01-2020,45,31,76
25-01-2020,49,27,76
26-01-2020,39,19,58
27-01-2020,25,18,43
28-01-2020,49,34,83
29-01-2020,46,29,75
30-01-2020,42,19,61
31-01-2020,63,29,92
01-02-2020,44,27,71
02-02-2020,29,35,64
03-02-2020,52,25,77
04-02-2020,55,27,82
05-02-2020,46,25,71
06-02-2020,46,35,81
07-02-2020,44,32,76
08-02-2020,54,37,91
09-02-2020,35,17,52
10-02-2020,46,23,69
11-02-2020,40,23,63
12-02-2020,39,26,65
13-02-2020,33,27,60
14-02-2020,38,32,70
15-02-2020,37,37,74
16-02-2020,33,31,64
17-02-2020,53,31,84
18-02-2020,44,25,69
19-02-2020,54,26,80
20-02-2020,36,27,63
21-02-2020,43,29,72
22-02-2020,42,21,63
23-02-2020,40,31,71
24-02-2020,50,32,82
25-02-2020,53,23,76
26-02-2020,41,27,68
27-02-2020,64,21,85
28-02-2020,38,15,53
29-02-2020,37,21,58
01-03-2020,43,21,64
02-03-2020,43,27,70
03-03-2020,51,31,82
04-03-2020,41,21,62
05-03-2020,36,25,61
06-03-2020,34,31,65
07-03-2020,34,19,53
08-03-2020,29,23,52
09-03-2020,27,19,46
10-03-2020,41,24,65
11-03-2020,41,32,73
12-03-2020,45,22,67
13-03-2020,33,21,54
14-03-2020,32,24,56
15-03-2020,40,20,60
16-03-2020,33,18,51
17-03-2020,34,31,65
18-03-2020,32,23,55
19-03-2020,25,21,46
20-03-2020,30,25,55
21-03-2020,39,26,65
22-03-2020,29,25,54
23-03-2020,32,18,50
24-03-2020,33,26,59
25-03-2020,36,20,56
26-03-2020,18,11,29
27-03-2020,27,25,52
28-03-2020,21,19,40
29-03-2020,32,19,51
30-03-2020,23,18,41
31-03-2020,29,24,53
01-04-2020,23,22,45
02-04-2020,24,21,45
03-04-2020,30,15,45
04-04-2020,22,15,37
05-04-2020,26,21,47
06-04-2020,26,19,45
07-04-2020,34,24,58
08-04-2020,31,16,47
09-04-2020,33,21,54
10-04-2020,37,22,59
11-04-2020,31,17,48
12-04-2020,23,20,43
13-04-2020,22,24,46
14-04-2020,28,18,46
15-04-2020,36,17,53
16-04-2020,35,13,48
17-04-2020,28,24,52
18-04-2020,22,23,45
19-04-2020,30,21,51
20-04-2020,29,22,51
21-04-2020,36,18,54
22-04-2020,33,29,62
23-04-2020,34,19,53
24-04-2020,26,27,53
25-04-2020,17,17,34
26-04-2020,30,21,51
27-04-2020,37,27,64
28-04-2020,32,24,56
29-04-2020,40,23,63
30-04-2020,31,26,57
01-05-2020,27,17,44
02-05-2020,37,18,55
03-05-2020,41,23,64
04-05-2020,42,31,73
05-05-2020,21,33,54
06-05-2020,35,22,57
07-05-2020,28,18,46
08-05-2020,46,24,70
09-05-2020,41,31,72
10-05-2020,43,17,60
11-05-2020,45,30,75
12-05-2020,38,25,63
13-05-2020,39,25,64
14-05-2020,29,30,59
15-05-2020,41,31,72
16-05-2020,36,25,61
17-05-2020,36,38,74
18-05-2020,43,19,62
19-05-2020,38,25,63
20-05-2020,39,26,65
21-05-2020,43,41,84
22-05-2020,39,21,60
23-05-2020,54,28,82
24-05-2020,50,34,84
25-05-2020,66,42,108
26-05-2020,65,44,109
27-05-2020,61,44,105
28-05-2020,53,50,103
29-05-2020,49,37,86
30-05-2020,47,32,79
31-05-2020,44,27,71
01-06-2020,43,36,79
02-06-2020,64,26,90
03-06-2020,63,21,84
04-06-2020,64,40,104
05-06-2020,60,35,95
06-06-2020,82,44,126
07-06-2020,71,55,126
08-06-2020,60,44,104
09-06-2020,92,42,134
10-06-2020,78,41,119
11-06-2020,80,60,140
12-06-2020,72,65,137
13-06-2020,63,44,107
14-06-2020,77,50,127
15-06-2020,79,50,129
16-06-2020,80,42,122
17-06-2020,69,49,118
18-06-2020,69,40,109
19-06-2020,67,43,110
20-06-2020,62,37,99
21-06-2020,57,44,101
22-06-2020,62,37,99
23-06-2020,56,37,93
24-06-2020,53,24,77
25-06-2020,37,24,61
26-06-2020,52,37,89
27-06-2020,50,24,74
28-06-2020,49,25,74
29-06-2020,52,32,84
30-06-2020,47,23,70
01-07-2020,43,25,68
02-07-2020,40,26,66
03-07-2020,37,30,67
04-07-2020,35,31,66
05-07-2020,25,23,48
06-07-2020,36,24,60
07-07-2020,38,30,68
08-07-2020,42,23,65
09-07-2020,37,14,51
10-07-2020,28,17,45
11-07-2020,34,16,50
12-07-2020,34,24,58
13-07-2020,24,21,45
14-07-2020,42,20,62
15-07-2020,29,21,50
16-07-2020,22,24,46
17-07-2020,27,15,42
18-07-2020,29,12,41
19-07-2020,28,15,43
20-07-2020,33,13,46
21-07-2020,29,15,44
22-07-2020,33,29,62
23-07-2020,29,20,49
24-07-2020,24,10,34
25-07-2020,25,15,40
26-07-2020,22,11,33
27-07-2020,45,23,68
28-07-2020,36,19,55
29-07-2020,39,17,56
30-07-2020,25,14,39
31-07-2020,38,9,47
01-08-2020,33,20,53
02-08-2020,34,14,48
03-08-2020,29,14,43
04-08-2020,23,20,43
05-08-2020,31,16,47
06-08-2020,32,15,47
07-08-2020,29,37,66
08-08-2020,44,27,71
09-08-2020,35,15,50
10-08-2020,33,11,44
11-08-2020,25,15,40
12-08-2020,23,13,36
13-08-2020,17,20,37
14-08-2020,21,13,34
15-08-2020,30,24,54
16-08-2020,32,20,52
17-08-2020,26,19,45
18-08-2020,28,16,44
19-08-2020,30,15,45
20-08-2020,31,20,51
21-08-2020,27,19,46
22-08-2020,36,22,58
23-08-2020,30,17,47
24-08-2020,32,21,53
25-08-2020,28,20,48
26-08-2020,27,19,46
27-08-2020,41,22,63
28-08-2020,39,22,61
29-08-2020,31,13,44
30-08-2020,30,18,48
31-08-2020,22,16,38
01-09-2020,29,19,48
02-09-2020,29,29,58
03-09-2020,28,21,49
04-09-2020,34,19,53
05-09-2020,30,23,53
06-09-2020,32,14,46
07-09-2020,31,24,55
08-09-2020,28,21,49
09-09-2020,36,19,55
10-09-2020,34,20,54
11-09-2020,28,27,55
12-09-2020,49,16,65
13-09-2020,31,23,54
14-09-2020,30,14,44
15-09-2020,46,14,60
16-09-2020,30,26,56
17-09-2020,36,29,65
18-09-2020,35,22,57
19-09-2020,42,20,62
20-09-2020,49,24,73
21-09-2020,43,22,65
22-09-2020,37,20,57
23-09-2020,27,29,56
24-09-2020,40,19,59
25-09-2020,39,16,55
26-09-2020,40,17,57
27-09-2020,32,19,51
28-09-2020,42,25,67
29-09-2020,35,25,60
30-09-2020,37,19,56
01-10-2020,32,23,55
02-10-2020,26,24,50
03-10-2020,34,28,62
04-10-2020,24,21,45
05-10-2020,38,20,58
06-10-2020,36,20,56
07-10-2020,33,15,48
08-10-2020,44,18,62
09-10-2020,26,17,43
10-10-2020,41,25,66
11-10-2020,51,28,79
12-10-2020,31,22,53
13-10-2020,32,15,47
14-10-2020,36,22,58
15-10-2020,33,21,54
16-10-2020,34,20,54
17-10-2020,26,15,41
18-10-2020,24,15,39
19-10-2020,29,24,53
20-10-2020,28,17,45
21-10-2020,24,17,41
22-10-2020,33,19,52
23-10-2020,34,34,68
24-10-2020,44,25,69
25-10-2020,35,28,63
26-10-2020,33,25,58
27-10-2020,30,25,55
28-10-2020,20,22,42
29-10-2020,31,27,58
30-10-2020,33,28,61
31-10-2020,45,22,67
01-11-2020,49,21,70
02-11-2020,43,23,66
03-11-2020,36,25,61
04-11-2020,40,21,61
05-11-2020,42,30,72
06-11-2020,46,20,66
07-11-2020,59,32,91
08-11-2020,57,35,92
09-11-2020,80,33,113
10-11-2020,70,42,112
11-11-2020,63,33,96
12-11-2020,64,27,91
13-11-2020,76,37,113
14-11-2020,73,32,105
15-11-2020,67,44,111
16-11-2020,51,34,85
17-11-2020,76,52,128
18-11-2020,73,30,103
19-11-2020,59,35,94
20-11-2020,66,32,98
21-11-2020,64,39,103
22-11-2020,48,34,82
23-11-2020,56,32,88
24-11-2020,54,35,89
25-11-2020,56,27,83
26-11-2020,69,41,110
27-11-2020,51,38,89
28-11-2020,71,25,96
29-11-2020,50,28,78
30-11-2020,54,35,89
01-12-2020,60,39,99
02-12-2020,67,33,100
03-12-2020,48,42,90
04-12-2020,45,32,77
05-12-2020,47,32,79
06-12-2020,47,30,77
07-12-2020,43,28,71
08-12-2020,52,34,86
09-12-2020,35,18,53
10-12-2020,59,24,83
11-12-2020,39,28,67
12-12-2020,46,39,85
13-12-2020,41,25,66
14-12-2020,53,33,86
15-12-2020,44,18,62
16-12-2020,40,29,69
17-12-2020,44,24,68
18-12-2020,35,30,65
19-12-2020,37,19,56
20-12-2020,36,25,61
21-12-2020,31,27,58
22-12-2020,42,29,71
23-12-2020,50,25,75
24-12-2020,34,28,62
25-12-2020,32,21,53
26-12-2020,28,17,45
27-12-2020,38,20,58
28-12-2020,26,19,45
29-12-2020,21,20,41
30-12-2020,26,25,51
03-01-2021,41,26,67
04-01-2021,30,24,54
05-01-2021,29,26,55
06-01-2021,24,23,47
07-01-2021,28,23,51
08-01-2021,24,22,46
09-01-2021,35,20,55
10-01-2021,35,26,61
11-01-2021,37,26,63
12-01-2021,26,25,51
13-01-2021,36,31,67
14-01-2021,52,24,76
15-01-2021,36,22,58
16-01-2021,42,29,71
17-01-2021,37,18,55
18-01-2021,31,19,50
19-01-2021,36,20,56
20-01-2021,23,20,43
21-01-2021,44,18,62
22-01-2021,26,22,48
23-01-2021,36,32,68
24-01-2021,25,20,45
25-01-2021,32,31,63
26-01-2021,37,21,58
27-01-2021,28,18,46
28-01-2021,36,21,57
29-01-2021,40,30,70
30-01-2021,34,31,65
31-01-2021,24,20,44
01-02-2021,24,22,46
02-02-2021,27,27,54
03-02-2021,28,28,56
04-02-2021,32,21,53
05-02-2021,35,20,55
06-02-2021,36,29,65
07-02-2021,30,19,49
08-02-2021,27,28,55
09-02-2021,35,20,55
10-02-2021,41,20,61
11-02-2021,23,25,48
12-02-2021,31,16,47
13-02-2021,26,19,45
14-02-2021,24,25,49
15-02-2021,30,20,50
16-02-2021,35,25,60
17-02-2021,29,16,45
18-02-2021,43,26,69
19-02-2021,30,20,50
20-02-2021,28,26,54
21-02-2021,22,19,41
22-02-2021,35,23,58
23-02-2021,29,21,50
24-02-2021,30,23,53
25-02-2021,26,19,45
26-02-2021,21,14,35
27-02-2021,31,22,53
28-02-2021,20,17,37
01-03-2021,31,19,50
02-03-2021,27,11,38
03-03-2021,26,25,51
04-03-2021,24,17,41
05-03-2021,33,18,51
06-03-2021,30,15,45
07-03-2021,25,16,41
08-03-2021,29,15,44
09-03-2021,14,13,27
10-03-2021,21,16,37
11-03-2021,23,13,36
12-03-2021,24,13,37
13-03-2021,21,21,42
14-03-2021,23,10,33
15-03-2021,33,14,47
16-03-2021,26,19,45
17-03-2021,14,13,27
18-03-2021,16,12,28
19-03-2021,22,12,34
20-03-2021,13,17,30
21-03-2021,11,14,25
22-03-2021,15,6,21
23-03-2021,14,11,25
24-03-2021,5,0,5
25-03-2021,3,1,4
26-03-2021,0,0,0
27-03-2021,0,0,0
28-03-2021,0,0,0
29-03-2021,0,0,0
30-03-2021,0,0,0
31-03-2021,0,0,0
