Date,Male,Female,Total
01-01-2010,61,36,97
02-01-2010,76,48,124
03-01-2010,72,59,131
04-01-2010,81,37,118
05-01-2010,71,41,112
06-01-2010,81,57,138
07-01-2010,74,33,107
08-01-2010,96,23,119
09-01-2010,60,46,106
10-01-2010,70,52,122
11-01-2010,80,40,120
12-01-2010,89,41,130
13-01-2010,113,40,153
14-01-2010,85,63,148
15-01-2010,71,37,108
16-01-2010,66,62,128
17-01-2010,88,46,134
18-01-2010,66,43,109
19-01-2010,83,41,124
20-01-2010,70,46,116
21-01-2010,70,42,112
22-01-2010,59,62,121
23-01-2010,85,56,141
24-01-2010,75,48,123
25-01-2010,70,43,113
26-01-2010,68,68,136
27-01-2010,70,33,103
28-01-2010,64,57,121
29-01-2010,70,42,112
30-01-2010,75,39,114
31-01-2010,51,41,92
01-02-2010,53,28,81
02-02-2010,72,38,110
03-02-2010,57,35,92
04-02-2010,58,34,92
05-02-2010,63,32,95
06-02-2010,54,23,77
07-02-2010,65,61,126
08-02-2010,71,25,96
09-02-2010,49,26,75
10-02-2010,53,41,94
11-02-2010,52,30,82
12-02-2010,62,36,98
13-02-2010,60,33,93
14-02-2010,46,23,69
15-02-2010,59,50,109
16-02-2010,56,28,84
17-02-2010,58,21,79
18-02-2010,69,28,97
19-02-2010,63,21,84
20-02-2010,43,36,79
21-02-2010,76,40,116
22-02-2010,70,38,108
23-02-2010,59,29,88
24-02-2010,71,30,101
25-02-2010,50,26,76
26-02-2010,61,41,102
27-02-2010,66,39,105
28-02-2010,46,17,63
01-03-2010,56,30,86
02-03-2010,78,43,121
03-03-2010,54,25,79
04-03-2010,49,25,74
05-03-2010,47,29,76
06-03-2010,40,36,76
07-03-2010,44,33,77
08-03-2010,52,18,70
09-03-2010,63,24,87
10-03-2010,51,20,71
11-03-2010,51,29,80
12-03-2010,45,31,76
13-03-2010,49,24,73
14-03-2010,46,25,71
15-03-2010,50,25,75
16-03-2010,48,33,81
17-03-2010,58,45,103
18-03-2010,55,27,82
19-03-2010,61,29,90
20-03-2010,44,30,74
21-03-2010,53,23,76
22-03-2010,61,31,92
23-03-2010,51,24,75
24-03-2010,59,28,87
25-03-2010,35,34,69
26-03-2010,57,25,82
27-03-2010,60,26,86
28-03-2010,51,33,84
29-03-2010,46,17,63
30-03-2010,53,25,78
31-03-2010,49,34,83
01-04-2010,49,26,75
02-04-2010,58,25,83
03-04-2010,42,25,67
04-04-2010,44,30,74
05-04-2010,57,30,87
06-04-2010,60,24,84
07-04-2010,40,28,68
08-04-2010,53,40,93
09-04-2010,41,22,63
10-04-2010,58,44,102
11-04-2010,46,43,89
12-04-2010,45,35,80
13-04-2010,43,24,67
14-04-2010,46,26,72
15-04-2010,56,26,82
16-04-2010,57,36,93
17-04-2010,50,36,86
18-04-2010,75,39,114
19-04-2010,61,37,98
20-04-2010,67,35,102
21-04-2010,55,39,94
22-04-2010,45,30,75
23-04-2010,56,26,82
24-04-2010,61,26,87
25-04-2010,48,20,68
26-04-2010,50,33,83
27-04-2010,56,33,89
28-04-2010,57,34,91
29-04-2010,57,27,84
30-04-2010,44,36,80
01-05-2010,33,20,53
02-05-2010,38,29,67
03-05-2010,57,28,85
04-05-2010,52,25,77
05-05-2010,60,27,87
06-05-2010,44,22,66
07-05-2010,38,35,73
08-05-2010,53,35,88
09-05-2010,49,29,78
10-05-2010,35,23,58
11-05-2010,60,34,94
12-05-2010,51,20,71
13-05-2010,46,23,69
14-05-2010,49,25,74
15-05-2010,46,46,92
16-05-2010,58,19,77
17-05-2010,70,38,108
18-05-2010,63,32,95
19-05-2010,53,53,106
20-05-2010,46,30,76
21-05-2010,51,29,80
22-05-2010,46,28,74
23-05-2010,53,41,94
24-05-2010,64,28,92
25-05-2010,51,41,92
26-05-2010,44,38,82
27-05-2010,45,26,71
28-05-2010,48,22,70
29-05-2010,47,21,68
30-05-2010,42,25,67
31-05-2010,45,20,65
01-06-2010,58,28,86
02-06-2010,43,30,73
03-06-2010,45,34,79
04-06-2010,52,29,81
05-06-2010,48,21,69
06-06-2010,37,21,58
07-06-2010,37,22,59
08-06-2010,41,19,60
09-06-2010,34,28,62
10-06-2010,46,28,74
11-06-2010,45,21,66
12-06-2010,39,25,64
13-06-2010,43,24,67
14-06-2010,34,21,55
15-06-2010,37,25,62
16-06-2010,47,24,71
17-06-2010,37,17,54
18-06-2010,34,22,56
19-06-2010,41,37,78
20-06-2010,58,30,88
21-06-2010,57,25,82
22-06-2010,63,45,108
23-06-2010,66,46,112
24-06-2010,71,42,113
25-06-2010,58,24,82
26-06-2010,35,29,64
27-06-2010,49,24,73
28-06-2010,39,25,64
29-06-2010,51,34,85
30-06-2010,44,18,62
01-07-2010,41,26,67
02-07-2010,40,25,65
03-07-2010,43,27,70
04-07-2010,43,17,60
05-07-2010,37,10,47
06-07-2010,34,20,54
07-07-2010,43,27,70
08-07-2010,68,22,90
09-07-2010,55,34,89
10-07-2010,38,20,58
11-07-2010,52,25,77
12-07-2010,40,23,63
13-07-2010,49,37,86
14-07-2010,41,17,58
15-07-2010,60,23,83
16-07-2010,49,34,83
17-07-2010,24,26,50
18-07-2010,37,25,62
19-07-2010,39,35,74
20-07-2010,45,22,67
21-07-2010,48,31,79
22-07-2010,30,23,53
23-07-2010,42,23,65
24-07-2010,39,16,55
25-07-2010,34,20,54
26-07-2010,53,25,78
27-07-2010,46,28,74
28-07-2010,42,25,67
29-07-2010,47,35,82
30-07-2010,40,26,66
31-07-2010,36,19,55
01-08-2010,36,20,56
02-08-2010,31,30,61
03-08-2010,45,23,68
04-08-2010,45,30,75
05-08-2010,56,22,78
06-08-2010,48,24,72
07-08-2010,51,25,76
08-08-2010,57,31,88
09-08-2010,43,24,67
10-08-2010,55,22,77
11-08-2010,41,30,71
12-08-2010,45,24,69
13-08-2010,43,29,72
14-08-2010,47,30,77
15-08-2010,56,37,93
16-08-2010,50,23,73
17-08-2010,49,25,74
18-08-2010,54,39,93
19-08-2010,37,20,57
20-08-2010,45,25,70
21-08-2010,56,27,83
22-08-2010,60,30,90
23-08-2010,55,32,87
24-08-2010,57,35,92
25-08-2010,47,37,84
26-08-2010,61,33,94
27-08-2010,53,29,82
28-08-2010,64,39,103
29-08-2010,54,37,91
30-08-2010,51,26,77
31-08-2010,50,32,82
01-09-2010,56,44,100
02-09-2010,46,30,76
03-09-2010,61,33,94
04-09-2010,48,32,80
05-09-2010,52,27,79
06-09-2010,50,33,83
07-09-2010,51,34,85
08-09-2010,50,34,84
09-09-2010,61,43,104
10-09-2010,72,34,106
11-09-2010,56,39,95
12-09-2010,62,39,101
13-09-2010,54,42,96
14-09-2010,50,35,85
15-09-2010,51,34,85
16-09-2010,67,33,100
17-09-2010,55,43,98
18-09-2010,51,31,82
19-09-2010,66,36,102
20-09-2010,59,42,101
21-09-2010,67,52,119
22-09-2010,70,49,119
23-09-2010,73,34,107
24-09-2010,65,35,100
25-09-2010,80,33,113
26-09-2010,70,45,115
27-09-2010,62,36,98
28-09-2010,71,45,116
29-09-2010,62,39,101
30-09-2010,75,45,120
01-10-2010,56,29,85
02-10-2010,60,49,109
03-10-2010,76,38,114
04-10-2010,72,40,112
05-10-2010,65,43,108
06-10-2010,69,57,126
07-10-2010,75,40,115
08-10-2010,72,33,105
09-10-2010,74,50,124
10-10-2010,64,42,106
11-10-2010,67,35,102
12-10-2010,64,40,104
13-10-2010,66,47,113
14-10-2010,67,35,102
15-10-2010,66,45,111
16-10-2010,75,45,120
17-10-2010,59,46,105
18-10-2010,56,50,106
19-10-2010,82,37,119
20-10-2010,67,39,106
21-10-2010,62,43,105
22-10-2010,62,45,107
23-10-2010,58,39,97
24-10-2010,63,45,108
25-10-2010,68,48,116
26-10-2010,65,48,113
27-10-2010,57,54,111
28-10-2010,74,37,111
29-10-2010,64,37,101
30-10-2010,66,34,100
31-10-2010,70,51,121
01-11-2010,73,38,111
02-11-2010,46,46,92
03-11-2010,68,43,111
04-11-2010,53,34,87
05-11-2010,75,37,112
06-11-2010,62,41,103
07-11-2010,66,39,105
08-11-2010,72,38,110
09-11-2010,64,36,100
10-11-2010,66,40,106
11-11-2010,53,41,94
12-11-2010,75,41,116
13-11-2010,55,42,97
14-11-2010,63,36,99
15-11-2010,77,34,111
16-11-2010,59,47,106
17-11-2010,61,33,94
18-11-2010,65,40,105
19-11-2010,66,47,113
20-11-2010,53,43,96
21-11-2010,49,24,73
22-11-2010,67,44,111
23-11-2010,62,37,99
24-11-2010,60,29,89
25-11-2010,81,25,106
26-11-2010,62,46,108
27-11-2010,59,42,101
28-11-2010,55,32,87
29-11-2010,64,34,98
30-11-2010,69,40,109
01-12-2010,62,38,100
02-12-2010,69,36,105
03-12-2010,64,41,105
04-12-2010,48,35,83
05-12-2010,68,35,103
06-12-2010,65,40,105
07-12-2010,58,39,97
08-12-2010,77,40,117
09-12-2010,48,46,94
10-12-2010,67,36,103
11-12-2010,45,38,83
12-12-2010,67,36,103
13-12-2010,63,37,100
14-12-2010,78,40,118
15-12-2010,64,47,111
16-12-2010,69,42,111
17-12-2010,63,41,104
18-12-2010,70,41,111
19-12-2010,46,25,71
20-12-2010,64,33,97
21-12-2010,59,30,89
22-12-2010,58,36,94
23-12-2010,55,28,83
24-12-2010,63,33,96
25-12-2010,55,34,89
26-12-2010,56,45,101
27-12-2010,76,44,120
28-12-2010,88,44,132
29-12-2010,53,43,96
30-12-2010,61,35,96
31-12-2010,62,36,98
01-01-2011,70,39,109
02-01-2011,59,36,95
03-01-2011,78,38,116
04-01-2011,73,38,111
05-01-2011,67,40,107
06-01-2011,76,41,117
07-01-2011,60,46,106
08-01-2011,81,53,134
09-01-2011,68,49,117
10-01-2011,80,52,132
11-01-2011,76,43,119
12-01-2011,80,45,125
13-01-2011,72,49,121
14-01-2011,64,47,111
15-01-2011,64,62,126
16-01-2011,86,44,130
17-01-2011,54,56,110
18-01-2011,71,52,123
19-01-2011,49,29,78
20-01-2011,63,42,105
21-01-2011,74,38,112
22-01-2011,75,40,115
23-01-2011,67,55,122
24-01-2011,55,43,98
25-01-2011,53,48,101
26-01-2011,54,38,92
27-01-2011,56,31,87
28-01-2011,52,49,101
29-01-2011,69,50,119
30-01-2011,56,36,92
31-01-2011,52,48,100
01-02-2011,46,31,77
02-02-2011,59,44,103
03-02-2011,61,41,102
04-02-2011,65,39,104
05-02-2011,79,46,125
06-02-2011,55,40,95
07-02-2011,43,30,73
08-02-2011,52,34,86
09-02-2011,49,25,74
10-02-2011,51,26,77
11-02-2011,42,30,72
12-02-2011,51,38,89
13-02-2011,44,36,80
14-02-2011,50,31,81
15-02-2011,57,41,98
16-02-2011,54,28,82
17-02-2011,44,29,73
18-02-2011,49,28,77
19-02-2011,53,40,93
20-02-2011,52,37,89
21-02-2011,54,34,88
22-02-2011,50,31,81
23-02-2011,44,26,70
24-02-2011,50,37,87
25-02-2011,51,34,85
26-02-2011,57,26,83
27-02-2011,56,35,91
28-02-2011,47,30,77
01-03-2011,43,22,65
02-03-2011,52,36,88
03-03-2011,37,28,65
04-03-2011,50,23,73
05-03-2011,56,34,90
06-03-2011,43,31,74
07-03-2011,55,37,92
08-03-2011,41,27,68
09-03-2011,53,36,89
10-03-2011,54,29,83
11-03-2011,56,35,91
12-03-2011,51,30,81
13-03-2011,52,38,90
14-03-2011,57,37,94
15-03-2011,50,24,74
16-03-2011,54,35,89
17-03-2011,45,31,76
18-03-2011,60,31,91
19-03-2011,48,31,79
20-03-2011,52,30,82
21-03-2011,49,26,75
22-03-2011,48,22,70
23-03-2011,53,23,76
24-03-2011,48,22,70
25-03-2011,64,33,97
26-03-2011,40,40,80
27-03-2011,54,39,93
28-03-2011,41,35,76
29-03-2011,39,27,66
30-03-2011,35,19,54
31-03-2011,54,36,90
01-04-2011,48,33,81
02-04-2011,38,26,64
03-04-2011,51,27,78
04-04-2011,50,28,78
05-04-2011,53,28,81
06-04-2011,44,24,68
07-04-2011,43,29,72
08-04-2011,44,24,68
09-04-2011,45,23,68
10-04-2011,48,28,76
11-04-2011,49,24,73
12-04-2011,49,27,76
13-04-2011,49,27,76
14-04-2011,38,20,58
15-04-2011,46,28,74
16-04-2011,39,23,62
17-04-2011,44,28,72
18-04-2011,56,30,86
19-04-2011,46,25,71
20-04-2011,49,33,82
21-04-2011,46,21,67
22-04-2011,53,31,84
23-04-2011,54,34,88
24-04-2011,58,29,87
25-04-2011,53,35,88
26-04-2011,48,26,74
27-04-2011,68,25,93
28-04-2011,46,32,78
29-04-2011,51,22,73
30-04-2011,49,46,95
01-05-2011,55,29,84
02-05-2011,60,28,88
03-05-2011,54,27,81
04-05-2011,39,37,76
05-05-2011,50,42,92
06-05-2011,34,36,70
07-05-2011,29,29,58
08-05-2011,43,25,68
09-05-2011,42,32,74
10-05-2011,45,39,84
11-05-2011,49,29,78
12-05-2011,53,39,92
13-05-2011,64,33,97
14-05-2011,52,22,74
15-05-2011,46,34,80
16-05-2011,55,36,91
17-05-2011,41,30,71
18-05-2011,52,39,91
19-05-2011,40,34,74
20-05-2011,56,41,97
21-05-2011,36,32,68
22-05-2011,45,25,70
23-05-2011,34,25,59
24-05-2011,43,32,75
25-05-2011,61,28,89
26-05-2011,52,25,77
27-05-2011,31,33,64
28-05-2011,34,28,62
29-05-2011,47,25,72
30-05-2011,46,32,78
31-05-2011,52,31,83
01-06-2011,60,28,88
02-06-2011,36,26,62
03-06-2011,47,31,78
04-06-2011,39,21,60
05-06-2011,55,33,88
06-06-2011,43,23,66
07-06-2011,45,31,76
08-06-2011,34,30,64
09-06-2011,43,28,71
10-06-2011,42,26,68
11-06-2011,35,25,60
12-06-2011,21,25,46
13-06-2011,46,34,80
14-06-2011,52,30,82
15-06-2011,48,29,77
16-06-2011,37,17,54
17-06-2011,38,18,56
18-06-2011,37,19,56
19-06-2011,47,16,63
20-06-2011,45,22,67
21-06-2011,41,20,61
22-06-2011,41,24,65
23-06-2011,39,25,64
24-06-2011,43,34,77
25-06-2011,49,28,77
26-06-2011,34,23,57
27-06-2011,49,19,68
28-06-2011,47,17,64
29-06-2011,38,18,56
30-06-2011,40,19,59
01-07-2011,34,29,63
02-07-2011,58,29,87
03-07-2011,36,22,58
04-07-2011,50,38,88
05-07-2011,29,26,55
06-07-2011,49,29,78
07-07-2011,52,28,80
08-07-2011,53,34,87
09-07-2011,38,29,67
10-07-2011,55,25,80
11-07-2011,46,27,73
12-07-2011,48,37,85
13-07-2011,67,35,102
14-07-2011,55,18,73
15-07-2011,55,33,88
16-07-2011,30,39,69
17-07-2011,35,38,73
18-07-2011,40,31,71
19-07-2011,48,33,81
20-07-2011,71,41,112
21-07-2011,47,25,72
22-07-2011,59,25,84
23-07-2011,49,38,87
24-07-2011,67,33,100
25-07-2011,61,30,91
26-07-2011,47,43,90
27-07-2011,76,36,112
28-07-2011,58,43,101
29-07-2011,66,35,101
30-07-2011,53,30,83
31-07-2011,63,30,93
01-08-2011,56,37,93
02-08-2011,44,30,74
03-08-2011,57,31,88
04-08-2011,55,27,82
05-08-2011,54,42,96
06-08-2011,53,37,90
07-08-2011,57,33,90
08-08-2011,57,32,89
09-08-2011,42,39,81
10-08-2011,50,38,88
11-08-2011,61,24,85
12-08-2011,62,23,85
13-08-2011,56,30,86
14-08-2011,48,22,70
15-08-2011,50,30,80
16-08-2011,49,26,75
17-08-2011,59,23,82
18-08-2011,51,29,80
19-08-2011,47,27,74
20-08-2011,49,32,81
21-08-2011,63,26,89
22-08-2011,56,24,80
23-08-2011,64,36,100
24-08-2011,49,24,73
25-08-2011,52,35,87
26-08-2011,42,29,71
27-08-2011,46,30,76
28-08-2011,48,31,79
29-08-2011,49,18,67
30-08-2011,51,32,83
31-08-2011,45,30,75
01-09-2011,54,34,88
02-09-2011,54,33,87
03-09-2011,49,28,77
04-09-2011,51,25,76
05-09-2011,48,29,77
06-09-2011,44,33,77
07-09-2011,43,26,69
08-09-2011,54,23,77
09-09-2011,35,24,59
10-09-2011,53,33,86
11-09-2011,42,25,67
12-09-2011,37,36,73
13-09-2011,39,34,73
14-09-2011,38,32,70
15-09-2011,45,27,72
16-09-2011,55,25,80
17-09-2011,46,32,78
18-09-2011,52,25,77
19-09-2011,64,30,94
20-09-2011,50,33,83
21-09-2011,59,25,84
22-09-2011,51,30,81
23-09-2011,41,25,66
24-09-2011,36,29,65
25-09-2011,51,26,77
26-09-2011,53,29,82
27-09-2011,51,20,71
28-09-2011,58,28,86
29-09-2011,47,34,81
30-09-2011,53,38,91
01-10-2011,48,26,74
02-10-2011,54,42,96
03-10-2011,48,30,78
04-10-2011,46,18,64
05-10-2011,59,21,80
06-10-2011,41,25,66
07-10-2011,58,27,85
08-10-2011,44,35,79
09-10-2011,62,27,89
10-10-2011,64,28,92
11-10-2011,50,38,88
12-10-2011,47,31,78
13-10-2011,60,39,99
14-10-2011,55,31,86
15-10-2011,49,27,76
16-10-2011,50,34,84
17-10-2011,52,23,75
18-10-2011,56,28,84
19-10-2011,52,33,85
20-10-2011,58,32,90
21-10-2011,51,39,90
22-10-2011,53,40,93
23-10-2011,44,34,78
24-10-2011,50,24,74
25-10-2011,67,35,102
26-10-2011,50,26,76
27-10-2011,63,41,104
28-10-2011,51,48,99
29-10-2011,56,30,86
30-10-2011,46,40,86
31-10-2011,57,35,92
01-11-2011,58,31,89
02-11-2011,54,26,80
03-11-2011,62,33,95
04-11-2011,64,40,104
05-11-2011,69,40,109
06-11-2011,51,39,90
07-11-2011,54,29,83
08-11-2011,52,45,97
09-11-2011,64,25,89
10-11-2011,56,37,93
11-11-2011,49,23,72
12-11-2011,49,31,80
13-11-2011,70,38,108
14-11-2011,54,26,80
15-11-2011,58,46,104
16-11-2011,59,29,88
17-11-2011,60,21,81
18-11-2011,53,37,90
19-11-2011,60,40,100
20-11-2011,59,42,101
21-11-2011,51,37,88
22-11-2011,58,31,89
23-11-2011,50,49,99
24-11-2011,64,32,96
25-11-2011,57,27,84
26-11-2011,62,42,104
27-11-2011,54,28,82
28-11-2011,54,36,90
29-11-2011,61,33,94
30-11-2011,63,23,86
01-12-2011,63,46,109
02-12-2011,44,28,72
03-12-2011,69,34,103
04-12-2011,46,40,86
05-12-2011,61,32,93
06-12-2011,40,38,78
07-12-2011,62,28,90
08-12-2011,60,28,88
09-12-2011,64,29,93
10-12-2011,47,28,75
11-12-2011,54,34,88
12-12-2011,52,39,91
13-12-2011,62,30,92
14-12-2011,66,40,106
15-12-2011,50,29,79
16-12-2011,60,39,99
17-12-2011,52,29,81
18-12-2011,66,46,112
19-12-2011,63,31,94
20-12-2011,64,37,101
21-12-2011,77,43,120
22-12-2011,65,37,102
23-12-2011,63,36,99
24-12-2011,60,48,108
25-12-2011,95,52,147
26-12-2011,67,56,123
27-12-2011,69,36,105
28-12-2011,75,35,110
29-12-2011,64,43,107
30-12-2011,83,45,128
31-12-2011,60,40,100
01-01-2012,57,48,105
02-01-2012,54,33,87
03-01-2012,47,42,89
04-01-2012,59,36,95
05-01-2012,77,29,106
06-01-2012,58,32,90
07-01-2012,57,39,96
08-01-2012,48,38,86
09-01-2012,78,41,119
10-01-2012,55,42,97
11-01-2012,54,48,102
12-01-2012,53,30,83
13-01-2012,71,46,117
14-01-2012,51,40,91
15-01-2012,88,51,139
16-01-2012,60,36,96
17-01-2012,52,40,92
18-01-2012,69,39,108
19-01-2012,60,36,96
20-01-2012,63,39,102
21-01-2012,69,36,105
22-01-2012,61,31,92
23-01-2012,56,33,89
24-01-2012,68,48,116
25-01-2012,72,56,128
26-01-2012,58,37,95
27-01-2012,47,39,86
28-01-2012,75,32,107
29-01-2012,54,46,100
30-01-2012,66,36,102
31-01-2012,66,44,110
01-02-2012,58,43,101
02-02-2012,66,33,99
03-02-2012,64,46,110
04-02-2012,60,42,102
05-02-2012,47,44,91
06-02-2012,55,40,95
07-02-2012,62,34,96
08-02-2012,54,43,97
09-02-2012,63,42,105
10-02-2012,49,38,87
11-02-2012,49,37,86
12-02-2012,44,38,82
13-02-2012,67,42,109
14-02-2012,58,31,89
15-02-2012,49,31,80
16-02-2012,50,29,79
17-02-2012,53,37,90
18-02-2012,58,38,96
19-02-2012,55,46,101
20-02-2012,54,42,96
21-02-2012,62,36,98
22-02-2012,47,40,87
23-02-2012,60,40,100
24-02-2012,51,24,75
25-02-2012,69,30,99
26-02-2012,71,31,102
27-02-2012,54,34,88
28-02-2012,60,37,97
29-02-2012,60,40,100
01-03-2012,57,30,87
02-03-2012,60,47,107
03-03-2012,66,32,98
04-03-2012,63,37,100
05-03-2012,70,20,90
06-03-2012,54,32,86
07-03-2012,48,45,93
08-03-2012,60,38,98
09-03-2012,44,34,78
10-03-2012,72,27,99
11-03-2012,56,28,84
12-03-2012,57,35,92
13-03-2012,61,35,96
14-03-2012,51,31,82
15-03-2012,57,23,80
16-03-2012,53,39,92
17-03-2012,51,36,87
18-03-2012,64,33,97
19-03-2012,51,29,80
20-03-2012,48,32,80
21-03-2012,46,24,70
22-03-2012,61,19,80
23-03-2012,58,33,91
24-03-2012,47,36,83
25-03-2012,45,37,82
26-03-2012,50,38,88
27-03-2012,53,30,83
28-03-2012,51,33,84
29-03-2012,56,26,82
30-03-2012,47,40,87
31-03-2012,52,29,81
01-04-2012,47,34,81
02-04-2012,56,27,83
03-04-2012,58,34,92
04-04-2012,63,27,90
05-04-2012,52,32,84
06-04-2012,57,34,91
07-04-2012,41,39,80
08-04-2012,55,22,77
09-04-2012,52,35,87
10-04-2012,50,30,80
11-04-2012,34,27,61
12-04-2012,33,27,60
13-04-2012,41,22,63
14-04-2012,44,27,71
15-04-2012,44,28,72
16-04-2012,42,32,74
17-04-2012,54,30,84
18-04-2012,47,30,77
19-04-2012,37,30,67
20-04-2012,33,36,69
21-04-2012,47,27,74
22-04-2012,47,20,67
23-04-2012,43,21,64
24-04-2012,38,29,67
25-04-2012,49,23,72
26-04-2012,39,35,74
27-04-2012,34,25,59
28-04-2012,47,35,82
29-04-2012,33,18,51
30-04-2012,55,28,83
01-05-2012,42,29,71
02-05-2012,51,31,82
03-05-2012,53,23,76
04-05-2012,50,36,86
05-05-2012,44,30,74
06-05-2012,52,30,82
07-05-2012,50,44,94
08-05-2012,63,41,104
09-05-2012,54,35,89
10-05-2012,61,39,100
11-05-2012,47,33,80
12-05-2012,48,33,81
13-05-2012,34,25,59
14-05-2012,40,37,77
15-05-2012,46,28,74
16-05-2012,47,32,79
17-05-2012,49,34,83
18-05-2012,58,38,96
19-05-2012,51,31,82
20-05-2012,41,34,75
21-05-2012,61,35,96
22-05-2012,49,35,84
23-05-2012,44,40,84
24-05-2012,47,44,91
25-05-2012,56,39,95
26-05-2012,64,34,98
27-05-2012,57,43,100
28-05-2012,57,48,105
29-05-2012,53,34,87
30-05-2012,50,56,106
31-05-2012,72,50,122
01-06-2012,95,43,138
02-06-2012,71,59,130
03-06-2012,60,31,91
04-06-2012,74,42,116
05-06-2012,38,20,58
06-06-2012,46,39,85
07-06-2012,46,35,81
08-06-2012,35,27,62
09-06-2012,39,38,77
10-06-2012,47,30,77
11-06-2012,55,31,86
12-06-2012,52,30,82
13-06-2012,44,37,81
14-06-2012,65,23,88
15-06-2012,55,26,81
16-06-2012,56,26,82
17-06-2012,57,32,89
18-06-2012,42,37,79
19-06-2012,51,22,73
20-06-2012,44,40,84
21-06-2012,56,42,98
22-06-2012,65,26,91
23-06-2012,63,29,92
24-06-2012,88,46,134
25-06-2012,91,40,131
26-06-2012,69,40,109
27-06-2012,66,31,97
28-06-2012,64,36,100
29-06-2012,50,36,86
30-06-2012,47,34,81
01-07-2012,64,42,106
02-07-2012,75,51,126
03-07-2012,76,45,121
04-07-2012,58,27,85
05-07-2012,63,23,86
06-07-2012,58,21,79
07-07-2012,38,20,58
08-07-2012,36,24,60
09-07-2012,44,25,69
10-07-2012,43,38,81
11-07-2012,46,18,64
12-07-2012,43,26,69
13-07-2012,46,24,70
14-07-2012,49,26,75
15-07-2012,38,35,73
16-07-2012,47,26,73
17-07-2012,58,34,92
18-07-2012,47,28,75
19-07-2012,60,31,91
20-07-2012,66,33,99
21-07-2012,61,24,85
22-07-2012,66,23,89
23-07-2012,44,23,67
24-07-2012,50,27,77
25-07-2012,44,28,72
26-07-2012,52,27,79
27-07-2012,54,28,82
28-07-2012,48,31,79
29-07-2012,51,25,76
30-07-2012,37,41,78
31-07-2012,41,35,76
01-08-2012,46,28,74
02-08-2012,38,27,65
03-08-2012,50,27,77
04-08-2012,62,34,96
05-08-2012,61,25,86
06-08-2012,62,22,84
07-08-2012,54,35,89
08-08-2012,48,23,71
09-08-2012,44,24,68
10-08-2012,45,38,83
11-08-2012,60,21,81
12-08-2012,46,29,75
13-08-2012,54,27,81
14-08-2012,61,32,93
15-08-2012,37,34,71
16-08-2012,50,27,77
17-08-2012,55,35,90
18-08-2012,49,30,79
19-08-2012,57,30,87
20-08-2012,47,24,71
21-08-2012,56,30,86
22-08-2012,51,24,75
23-08-2012,39,28,67
24-08-2012,32,28,60
25-08-2012,42,40,82
26-08-2012,50,22,72
27-08-2012,60,28,88
28-08-2012,54,34,88
29-08-2012,47,24,71
30-08-2012,48,40,88
31-08-2012,50,38,88
01-09-2012,49,40,89
02-09-2012,55,38,93
03-09-2012,49,39,88
04-09-2012,65,27,92
05-09-2012,56,26,82
06-09-2012,66,36,102
07-09-2012,46,26,72
08-09-2012,63,39,102
09-09-2012,54,41,95
10-09-2012,75,42,117
11-09-2012,58,44,102
12-09-2012,59,39,98
13-09-2012,66,37,103
14-09-2012,55,28,83
15-09-2012,61,34,95
16-09-2012,54,34,88
17-09-2012,57,39,96
18-09-2012,63,37,100
19-09-2012,63,42,105
20-09-2012,66,34,100
21-09-2012,64,29,93
22-09-2012,68,41,109
23-09-2012,77,46,123
24-09-2012,54,46,100
25-09-2012,72,46,118
26-09-2012,64,44,108
27-09-2012,62,40,102
28-09-2012,83,39,122
29-09-2012,76,29,105
30-09-2012,62,50,112
01-10-2012,68,44,112
02-10-2012,71,40,111
03-10-2012,73,45,118
04-10-2012,55,46,101
05-10-2012,54,41,95
06-10-2012,58,38,96
